id,medicament_id,forme,dosage
34253,8142,UBICOR 50 mg/10 ml Pdr solv susp buv Fl+Fl [AAC] | Cip : 3400959086495 | Statut: Non commercialisé à ce jour,50 mg/10 ml Pdr solv susp buv Fl+Fl [AAC]
34254,8143,"UBISTESIN ADRENALINEE 1/200 000 S inj 50Cart/1,7ml | Cip : 3400955936770 ; Modalités de conservation : Avant ouverture : < 25° durant 24 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé","1/200 000 S inj 50Cart/1,7ml"
34255,8143,"UBISTESIN ADRENALINEE 1/100 000 S inj 50Cart/1,7ml av canal | Cip : 3400955936602 ; Modalités de conservation : Avant ouverture : < 25° durant 24 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé","1/100 000 S inj 50Cart/1,7ml av canal"
34256,8144,comprimé sécable (blanc) ; boîte de 30,40 mg
34257,8144,comprimé sécable (blanc) ; boîte de 90,40 mg
34258,8144,comprimé sécable (blanc) ; boîte de 30,80 mg
34259,8144,comprimé sécable (blanc) ; boîte de 90,80 mg
34260,8144,"TELMISARTAN SANDOZ 40 mg Cpr Plq/30 | Cip : 3400941914164 ; Modalités de conservation : Avant ouverture : durant 24 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",40 mg Cpr Plq/30
34261,8144,"TELMISARTAN SANDOZ 40 mg Cpr Plq/90 | Cip : 3400941914683 ; Modalités de conservation : Avant ouverture : durant 24 mois (Conserver à l'abri de l'humidité, Conserver dans son emballage) | Statut: Commercialisé",40 mg Cpr Plq/90
34262,8144,"TELMISARTAN SANDOZ 80 mg Cpr Plq/30 | Cip : 3400941915406 ; Modalités de conservation : Avant ouverture : durant 24 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",80 mg Cpr Plq/30
34263,8144,"TELMISARTAN SANDOZ 80 mg Cpr Plq/90 | Cip : 3400941916007 ; Modalités de conservation : Avant ouverture : durant 24 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",80 mg Cpr Plq/90
34264,8145,UBITEN 50 mg/10 ml S buv 1Fl [AAC] | Cip : 3400959084545 | Statut: Non commercialisé à ce jour,50 mg/10 ml S buv 1Fl [AAC]
34265,8145,UBITEN 50 mg Gél [AAC] B/1 | Cip : 3400959084484 | Statut: Non commercialisé à ce jour,50 mg Gél [AAC] B/1
34266,8146,gélule à libération prolongée (blanche et brun) ; boîte de 30,"37,5 mg"
34267,8146,gélule à libération prolongée (rose clair) ; boîte de 30,75 mg
34268,8146,VENLAFAXINE KRKA LP 75 mg Gél LP Plq/30 | Cip : 3400949615353 ; Modalités de conservation : Avant ouverture : durant 5 ans | Statut: Commercialisé,75 mg Gél LP Plq/30
34269,8146,"VENLAFAXINE KRKA LP 37,5 mg Gél LP Plq/30 | Cip : 3400949610969 ; Modalités de conservation : Avant ouverture : durant 5 ans | Statut: Commercialisé","37,5 mg Gél LP Plq/30"
34270,8147,comprimé (violet) ; boîte de 60,500 mg
34271,8147,ZYTIGA 500 mg Cpr pell 5Plq/12 (60) | Cip : 3400930076279 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,500 mg Cpr pell 5Plq/12 (60)
34272,8148,"ZYVOXID 2 mg/ml S perf 10Poche/300ml [PT1] | Cip : 3400959002808 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé",2 mg/ml S perf 10Poche/300ml [PT1]
34273,8148,"ZYVOXID 2 mg/ml S perf 10 poches freeflex 300 ml [DK1] | Cip : 3400959002969 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé",2 mg/ml S perf 10 poches freeflex 300 ml [DK1]
34274,8148,"ZYVOXID 2 mg/ml S perf 10Poche/300ml Freeflex | Cip : 3400958110740 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé",2 mg/ml S perf 10Poche/300ml Freeflex
34275,8148,ZYVOXID 600 mg Cpr pell Plq/10 | Cip : 3400956313952 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,600 mg Cpr pell Plq/10
34276,8148,"ZYVOXID 100 mg/5 ml Glé susp buv Fl/66g | Cip : 3400956512683 ; Modalités de conservation : Avant ouverture : durant 24 mois (Tenir le récipient bien fermé) Après ouverture : durant 3 semaines (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé",100 mg/5 ml Glé susp buv Fl/66g
34277,8149,comprimé sécable (blanc) ; boîte de 30,40 mg
34278,8149,comprimé sécable (blanc) ; boîte de 90,40 mg
34279,8149,comprimé sécable (blanc) ; boîte de 30,80 mg
34280,8149,comprimé sécable (blanc) ; boîte de 90,80 mg
34281,8149,"TELMISARTAN ARROW 80 mg Cpr séc Plq/30 | Cip : 3400930246559 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé",80 mg Cpr séc Plq/30
34282,8149,"TELMISARTAN ARROW 80 mg Cpr séc Plq/90 | Cip : 3400930246573 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé",80 mg Cpr séc Plq/90
34283,8149,"TELMISARTAN ARROW 40 mg Cpr séc Plq/30 | Cip : 3400930246535 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé",40 mg Cpr séc Plq/30
34284,8149,"TELMISARTAN ARROW 40 mg Cpr séc Plq/90 | Cip : 3400930246542 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé",40 mg Cpr séc Plq/90
34285,8150,solution buvable ; flacon compte-gouttes de 15 ml,
34286,8150,ZYRTEC 10 mg/ml S buv en gouttes Fl/15ml | Cip : 3400934177002 ; Modalités de conservation : Avant ouverture : durant 5 ans Après ouverture : durant 3 mois | Statut: Commercialisé,10 mg/ml S buv en gouttes Fl/15ml
34287,8151,comprimé sécable (blanc) ; boîte de 7,
34288,8151,ZYRTECSET 10 mg Cpr pell séc Plq/7 [NO1] | Cip : 3400949004775 ; Modalités de conservation : Avant ouverture : durant 5 ans | Statut: Commercialisé,10 mg Cpr pell séc Plq/7 [NO1]
34289,8151,ZYRTECSET 10 mg Cpr pell séc Plq/7 | Cip : 3400936461680 ; Modalités de conservation : Avant ouverture : durant 5 ans | Statut: Commercialisé,10 mg Cpr pell séc Plq/7
34290,8152,comprimé (blanc) ; boîte de 28,5 mg
34291,8152,comprimé (blanc) ; boîte de 28,"7,5 mg"
34292,8152,comprimé (blanc) ; boîte de 28,10 mg
34293,8152,"ZYPREXA 7,5 mg Cpr enr B/28 [ADP1] | Cip : 3400949504022 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé","7,5 mg Cpr enr B/28 [ADP1]"
34294,8152,"ZYPREXA 5 mg Cpr enr B/28 [ADP4] | Cip : 3400949509744 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé",5 mg Cpr enr B/28 [ADP4]
34295,8152,"ZYPREXA 5 mg Cpr enr B/28 [ADP3] | Cip : 3400949507153 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",5 mg Cpr enr B/28 [ADP3]
34296,8152,"ZYPREXA 5 mg Cpr enr B/28 [ADP2] | Cip : 3400949505142 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",5 mg Cpr enr B/28 [ADP2]
34297,8152,"ZYPREXA 5 mg Cpr enr B/28 [ADP1] | Cip : 3400949503940 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",5 mg Cpr enr B/28 [ADP1]
34298,8152,"ZYPREXA 10 mg Cpr enr B/28 [ADP4] | Cip : 3400949509515 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé",10 mg Cpr enr B/28 [ADP4]
34299,8152,"ZYPREXA 10 mg Cpr enr B/28 [ADP3] | Cip : 3400949507092 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",10 mg Cpr enr B/28 [ADP3]
34300,8152,"ZYPREXA 10 mg Cpr enr B/28 [ADP2] | Cip : 3400949505203 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",10 mg Cpr enr B/28 [ADP2]
34301,8152,"ZYPREXA 10 mg Cpr enr B/28 [ADP1] | Cip : 3400949506552 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",10 mg Cpr enr B/28 [ADP1]
34302,8152,"ZYPREXA 10 mg Pdr sol inj Fl | Cip : 3400935754974 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) Après ouverture : durant 1 heures (Ne pas congeler) | Statut: Commercialisé",10 mg Pdr sol inj Fl
34303,8152,"ZYPREXA 7,5 mg Cpr enr 2Plq/14 (28) | Cip : 3400935537164 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé","7,5 mg Cpr enr 2Plq/14 (28)"
34304,8152,"ZYPREXA 5 mg Cpr enr 2Plq/14 (28) | Cip : 3400934237706 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",5 mg Cpr enr 2Plq/14 (28)
34305,8152,"ZYPREXA 10 mg Cpr enr 2Plq/14 (28) | Cip : 3400934238017 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",10 mg Cpr enr 2Plq/14 (28)
34306,8153,comprimé orodispersible (jaune) ; boîte de 28,5 mg
34307,8153,comprimé orodispersible (jaune) ; boîte de 28,10 mg
34308,8153,"ZYPREXA VELOTAB 5 mg Cpr orodisp Plq/28 [ADP4] | Cip : 3400949510283 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé",5 mg Cpr orodisp Plq/28 [ADP4]
34309,8153,"ZYPREXA VELOTAB 5 mg Cpr orodisp Plq/28 [ADP3] | Cip : 3400949507382 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver à l'abri de l'humidité) | Statut: Supprimé",5 mg Cpr orodisp Plq/28 [ADP3]
34310,8153,"ZYPREXA VELOTAB 5 mg Cpr orodisp B/28 [ADP2] | Cip : 3400949505371 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",5 mg Cpr orodisp B/28 [ADP2]
34311,8153,"ZYPREXA VELOTAB 5 mg Cpr orodisp B/28 [ADP1] | Cip : 3400949504190 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",5 mg Cpr orodisp B/28 [ADP1]
34312,8153,"ZYPREXA VELOTAB 10 mg Cpr orodisp Plq/28 [ADP4] | Cip : 3400949510344 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé",10 mg Cpr orodisp Plq/28 [ADP4]
34313,8153,"ZYPREXA VELOTAB 10 mg Cpr orodisp Plq/28 [ADP3] | Cip : 3400949507443 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver à l'abri de l'humidité) | Statut: Supprimé",10 mg Cpr orodisp Plq/28 [ADP3]
34314,8153,"ZYPREXA VELOTAB 10 mg Cpr orodisp B/28 [ADP2] | Cip : 3400949505432 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",10 mg Cpr orodisp B/28 [ADP2]
34315,8153,"ZYPREXA VELOTAB 10 mg Cpr orodisp B/28 [ADP1] | Cip : 3400949504251 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver à l'abri de l'humidité, Conserver dans son emballage) | Statut: Commercialisé",10 mg Cpr orodisp B/28 [ADP1]
34316,8153,"ZYPREXA VELOTAB 5 mg Cpr orodisp Plq/28 | Cip : 3400935454218 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",5 mg Cpr orodisp Plq/28
34317,8153,"ZYPREXA VELOTAB 10 mg Cpr orodisp Plq/28 | Cip : 3400935454386 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver à l'abri de l'humidité, Conserver dans son emballage) | Statut: Commercialisé",10 mg Cpr orodisp Plq/28
34318,8154,comprimé (blanc) ; boîte de 28,100 mg
34319,8154,comprimé (blanc) ; boîte de 28,200 mg
34320,8154,comprimé (blanc) ; boîte de 28,300 mg
34321,8154,ZYLORIC 300 mg Cpr Plq/100 | Cip : 3400932229710 ; Modalités de conservation : Avant ouverture : < 25° durant 4 ans (Conserver à l'abri de l'humidité) | Statut: Commercialisé,300 mg Cpr Plq/100
34322,8154,ZYLORIC 300 mg Cpr Plq/28 | Cip : 3400932229598 ; Modalités de conservation : Avant ouverture : < 25° durant 4 ans (Conserver à l'abri de l'humidité) | Statut: Commercialisé,300 mg Cpr Plq/28
34323,8154,ZYLORIC 200 mg Cpr Plq/100 | Cip : 3400956007332 ; Modalités de conservation : Avant ouverture : < 25° durant 4 ans (Conserver à l'abri de l'humidité) | Statut: Commercialisé,200 mg Cpr Plq/100
34324,8154,ZYLORIC 200 mg Cpr Plq/28 | Cip : 3400932727278 ; Modalités de conservation : Avant ouverture : < 25° durant 4 ans (Conserver à l'abri de l'humidité) | Statut: Commercialisé,200 mg Cpr Plq/28
34325,8154,ZYLORIC 100 mg Cpr Plq/100 | Cip : 3400931155546 ; Modalités de conservation : Avant ouverture : < 25° durant 4 ans (Conserver à l'abri de l'humidité) | Statut: Commercialisé,100 mg Cpr Plq/100
34326,8154,ZYLORIC 100 mg Cpr Plq/28 | Cip : 3400932598335 ; Modalités de conservation : Avant ouverture : < 25° durant 4 ans (Conserver à l'abri de l'humidité) | Statut: Commercialisé,100 mg Cpr Plq/28
34327,8155,solution buvable (arôme orange) ; boîte de 1 ampoule de 2 ml,50 000 UI
34328,8155,solution buvable (arôme orange) ; boîte de 2 ampoules de 2 ml,50 000 UI
34329,8155,solution buvable (arôme orange) ; boîte de 4 ampoules de 2 ml,50 000 UI
34330,8155,solution buvable (arôme orange) ; boîte de 1 ampoule de 2 ml,80 000 UI
34331,8155,solution buvable (arôme orange) ; boîte de 1 ampoule de 2 ml,200 000 UI
34332,8155,"ZYMAD 80 000 UI S buv en ampoule Amp/2ml | Cip : 3400935358134 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé",80 000 UI S buv en ampoule Amp/2ml
34333,8155,"ZYMAD 50 000 UI S buv en ampoule 1Amp/2ml | Cip : 3400930087299 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé",50 000 UI S buv en ampoule 1Amp/2ml
34334,8155,"ZYMAD 50 000 UI S buv en ampoule 2Amp/2ml | Cip : 3400930199138 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé",50 000 UI S buv en ampoule 2Amp/2ml
34335,8155,"ZYMAD 50 000 UI S buv en ampoule 4Amp/2ml | Cip : 3400930219997 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé",50 000 UI S buv en ampoule 4Amp/2ml
34336,8155,"ZYMAD 200 000 UI S buv en ampoule Amp/2ml | Cip : 3400935849649 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé",200 000 UI S buv en ampoule Amp/2ml
34337,8155,"ZYMAD 10 000 UI/ml S buv en gouttes Fl/10ml | Cip : 3400935358363 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) Après ouverture : < 25° durant 3 mois (Conserver à l'abri de la lumière) | Statut: Commercialisé",10 000 UI/ml S buv en gouttes Fl/10ml
34338,8156,solution buvable (arôme orange-caramel) ; flacon compte-gouttes de 12 ml,150 UI
34339,8156,solution buvable (arôme orange-caramel) ; flacon compte-gouttes de 12 ml,300 UI
34340,8156,ZYMADUO 300 UI S buv en gouttes Fl/12ml | Cip : 3400934810695 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,300 UI S buv en gouttes Fl/12ml
34341,8156,ZYMADUO 150 UI S buv en gouttes Fl/12ml | Cip : 3400934780509 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,150 UI S buv en gouttes Fl/12ml
34342,8157,comprimé (blanc) ; boîte de 200,"0,25 mg"
34343,8157,comprimé (orange) ; boîte de 100,"0,50 mg"
34344,8157,comprimé (jaune) ; boîte de 100,1 mg
34345,8157,"ZYMAFLUOR 1 mg Cpr T/100 | Cip : 3400932742417 ; Modalités de conservation : Avant ouverture : < 30° durant 36 mois (Conserver à l'abri de l'humidité, Tenir le récipient bien fermé) | Statut: Supprimé",1 mg Cpr T/100
34346,8157,"ZYMAFLUOR 0,50 mg Cpr T/100 | Cip : 3400934089480 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de l'humidité) | Statut: Commercialisé","0,50 mg Cpr T/100"
34347,8157,"ZYMAFLUOR 0,25 mg Cpr T/200 | Cip : 3400931911999 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Conserver dans son emballage, Tenir le récipient bien fermé) | Statut: Supprimé","0,25 mg Cpr T/200"
34348,8158,"ZYPADHERA 405 mg Pdr & solv susp inj LP Fl pdre+Fl solv/3ml+Ser+Aig | Cip : 3400957469399 ; Modalités de conservation : Avant ouverture : durant 24 mois (Ne pas congeler, Ne pas conserver au réfrigérateur) | Statut: Commercialisé",405 mg Pdr & solv susp inj LP Fl pdre+Fl solv/3ml+Ser+Aig
34349,8158,"ZYPADHERA 300 mg Pdr & solv susp inj LP Fl pdre+Fl solv/3ml+Ser+Aig | Cip : 3400957469221 ; Modalités de conservation : Avant ouverture : durant 24 mois (Ne pas congeler, Ne pas conserver au réfrigérateur) | Statut: Commercialisé",300 mg Pdr & solv susp inj LP Fl pdre+Fl solv/3ml+Ser+Aig
34350,8158,"ZYPADHERA 210 mg Pdr & solv susp inj LP Fl pdre+Fl solv/3ml+Ser+Aig | Cip : 3400957469160 ; Modalités de conservation : Avant ouverture : durant 24 mois (Ne pas congeler, Ne pas conserver au réfrigérateur) | Statut: Commercialisé",210 mg Pdr & solv susp inj LP Fl pdre+Fl solv/3ml+Ser+Aig
34351,8159,ZYKADIA 150 mg Gél Plq/90 | Cip : 3400930146118 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,150 mg Gél Plq/90
34352,8160,comprimé à libération prolongée (blanc) ; boîte de 60,
34353,8160,ZYBAN LP 150 mg Cpr pell LP Plq/60 | Cip : 3400935751492 ; Modalités de conservation : Avant ouverture : < 25° durant 24 mois (Conserver dans son emballage) | Statut: Commercialisé,150 mg Cpr pell LP Plq/60
34354,8161,ZYDELIG 150 mg Cpr pell Fl/60 | Cip : 3400927959721 ; Modalités de conservation : Avant ouverture : durant 5 ans | Statut: Commercialisé,150 mg Cpr pell Fl/60
34355,8161,ZYDELIG 100 mg Cpr pell Fl/60 | Cip : 3400927959660 ; Modalités de conservation : Avant ouverture : durant 5 ans | Statut: Commercialisé,100 mg Cpr pell Fl/60
34356,8162,crème ; boîte de 28 sachets,"3,75%"
34357,8162,"ZYCLARA 3,75 % Cr 28Sach/250mg | Cip : 3400926879815 ; Modalités de conservation : Avant ouverture : < 25° durant 18 mois | Statut: Commercialisé","3,75 % Cr 28Sach/250mg"
34358,8163,ZYFLO CR 600 mg Cpr LP B/1 [AAC] | Cip : 3400959083593 | Statut: Non commercialisé à ce jour,600 mg Cpr LP B/1 [AAC]
34359,8163,ZYFLO 600 mg Cpr pell [AAC] | Cip : 3400959059062 | Statut: Non commercialisé à ce jour,600 mg Cpr pell [AAC]
34360,8164,ZTALMY 50 mg/ml Susp buv Fl [AAC] | Cip : 3400959006950 | Statut: Non commercialisé à ce jour,50 mg/ml Susp buv Fl [AAC]
34361,8165,"ZUTECTRA 500 UI Sol inj ser préremplie 5Ser/1ml | Cip : 3400957875718 ; Modalités de conservation : Avant ouverture : 2° < t < 8° durant 24 mois (Conserver à l'abri de la lumière, Conserver dans son emballage, Conserver au réfrigérateur, Ne pas congeler) | Statut: Commercialisé",500 UI Sol inj ser préremplie 5Ser/1ml
34362,8166,comprimé (blanc) ; boîte de 25,200
34363,8166,"suspension buvable (arôme banane) ; flacon de 125 ml avec dispositif avec 2 cuillères-mesure (2,5 ml et 5 ml)",200 mg/5ml
34364,8166,"ZOVIRAX 3 % Pom opht T alu/4,5g | Cip : 3400932539543 ; Modalités de conservation : Avant ouverture : durant 5 ans Après ouverture : durant 30 jours | Statut: Supprimé","3 % Pom opht T alu/4,5g"
34365,8166,ZOVIRAX 500 mg Pdr sol inj IV Fl | Cip : 3400933639389 ; Modalités de conservation : Avant ouverture : durant 5 ans (Conserver à l'abri de la lumière) | Statut: Commercialisé,500 mg Pdr sol inj IV Fl
34366,8166,ZOVIRAX 250 mg Pdr sol inj IV Fl | Cip : 3400932606870 ; Modalités de conservation : Avant ouverture : durant 5 ans (Conserver à l'abri de la lumière) | Statut: Commercialisé,250 mg Pdr sol inj IV Fl
34367,8166,ZOVIRAX 800 mg/10 ml Susp buv en flacon Fl/180ml | Cip : 3400933593971 ; Modalités de conservation : Avant ouverture : durant 36 mois (A conserver à température ambiante) | Statut: Commercialisé,800 mg/10 ml Susp buv en flacon Fl/180ml
34368,8166,ZOVIRAX 5 % Cr T/10g | Cip : 3400932846184 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Ne pas conserver au réfrigérateur) | Statut: Commercialisé,5 % Cr T/10g
34369,8166,ZOVIRAX 800 mg Cpr 1Plq/35 | Cip : 3400933411213 ; Modalités de conservation : Avant ouverture : < 30° durant 36 mois (Conserver à l'abri de l'humidité) | Statut: Commercialisé,800 mg Cpr 1Plq/35
34370,8166,ZOVIRAX 200 mg/5 ml Susp buv en flacon Fl/125ml | Cip : 3400933411381 ; Modalités de conservation : Avant ouverture : durant 36 mois (A conserver à température ambiante) | Statut: Commercialisé,200 mg/5 ml Susp buv en flacon Fl/125ml
34371,8166,ZOVIRAX 200 mg Cpr 1Plq/25 | Cip : 3400932708178 ; Modalités de conservation : Avant ouverture : < 30° durant 5 ans | Statut: Commercialisé,200 mg Cpr 1Plq/25
34372,8167,"ZUBSOLV 8,6 mg/2,1 mg Cpr subl Plq/28 | Cip : 3400930152065 ; Modalités de conservation : Avant ouverture : < 25° durant 4 ans (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé","8,6 mg/2,1 mg Cpr subl Plq/28"
34373,8167,"ZUBSOLV 8,6 mg/2,1 mg Cpr subl Plq/7 | Cip : 3400930179710 ; Modalités de conservation : Avant ouverture : < 25° durant 4 ans (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé","8,6 mg/2,1 mg Cpr subl Plq/7"
34374,8167,"ZUBSOLV 5,7 mg/1,4 mg Cpr subl Plq/28 | Cip : 3400930152058 ; Modalités de conservation : Avant ouverture : < 25° durant 4 ans (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé","5,7 mg/1,4 mg Cpr subl Plq/28"
34375,8167,"ZUBSOLV 5,7 mg/1,4 mg Cpr subl Plq/7 | Cip : 3400930179703 ; Modalités de conservation : Avant ouverture : < 25° durant 4 ans (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé","5,7 mg/1,4 mg Cpr subl Plq/7"
34376,8167,"ZUBSOLV 2,9 mg/0,71 mg Cpr subl Plq/28 | Cip : 3400930152041 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé","2,9 mg/0,71 mg Cpr subl Plq/28"
34377,8167,"ZUBSOLV 2,9 mg/0,71 mg Cpr subl Plq/7 | Cip : 3400930179680 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé","2,9 mg/0,71 mg Cpr subl Plq/7"
34378,8167,"ZUBSOLV 11,4 mg/2,9 mg Cpr subl Plq/28 | Cip : 3400930152072 ; Modalités de conservation : Avant ouverture : < 25° durant 4 ans (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé","11,4 mg/2,9 mg Cpr subl Plq/28"
34379,8167,"ZUBSOLV 11,4 mg/2,9 mg Cpr subl Plq/7 | Cip : 3400930179727 ; Modalités de conservation : Avant ouverture : < 25° durant 4 ans (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé","11,4 mg/2,9 mg Cpr subl Plq/7"
34380,8167,"ZUBSOLV 1,4 mg/0,36 mg Cpr subl Plq/28 | Cip : 3400930152010 ; Modalités de conservation : Avant ouverture : < 25° durant 4 ans (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé","1,4 mg/0,36 mg Cpr subl Plq/28"
34381,8167,"ZUBSOLV 1,4 mg/0,36 mg Cpr subl Plq/7 | Cip : 3400930179673 ; Modalités de conservation : Avant ouverture : < 25° durant 4 ans (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé","1,4 mg/0,36 mg Cpr subl Plq/7"
34382,8168,comprimé effervescent (arôme orange) ; boîte de 30,100 mg
34383,8168,ZUMALGIC 50 mg Cpr eff T/30 | Cip : 3400934802362 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,50 mg Cpr eff T/30
34384,8168,ZUMALGIC 100 mg Cpr eff 2T/10 | Cip : 3400935236036 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,100 mg Cpr eff 2T/10
