id,medicament_id,forme,dosage
2377,527,"DUROGESIC 50 µg/h Disp transderm 5Sach | Cip : 3400934238475 ; Modalités de conservation : Avant ouverture : durant 12 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé",50 µg/h Disp transderm 5Sach
2378,527,"DUROGESIC 25 µg/h Disp transderm 5Sach | Cip : 3400934238307 ; Modalités de conservation : Avant ouverture : durant 12 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé",25 µg/h Disp transderm 5Sach
2379,527,"DUROGESIC 12 µg/h Disp transderm 5Sach | Cip : 3400936985155 ; Modalités de conservation : Avant ouverture : durant 12 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé",12 µg/h Disp transderm 5Sach
2380,527,"DUROGESIC 100 µg/h Disp transderm 5Sach | Cip : 3400934238765 ; Modalités de conservation : Avant ouverture : durant 12 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé",100 µg/h Disp transderm 5Sach
2381,528,comprimé (jaune) ; boîte de 30,
2382,528,DUOPLAVIN 75 mg/75 mg Cpr pell Plq/30 | Cip : 3400938206371 ; Modalités de conservation : Avant ouverture : < 25° durant 24 mois | Statut: Commercialisé,75 mg/75 mg Cpr pell Plq/30
2383,529,"collyre ; flacon de 2,5 ml avec embout",
2384,529,"collyre ; flacon de 2,5 ml",
2385,529,"DUOTRAV 40 µg/ml+5 mg/ml Collyre sol Fl PEBD/2,5ml | Cip : 3400930316184 ; Modalités de conservation : Avant ouverture : < 30° durant 24 mois Après ouverture : durant 4 semaines | Statut: Commercialisé","40 µg/ml+5 mg/ml Collyre sol Fl PEBD/2,5ml"
2386,529,"DUOTRAV 40 µg/ml+5 mg/ml Collyre sol Fl PP/2,5ml | Cip : 3400937574945 ; Modalités de conservation : Avant ouverture : < 30° durant 24 mois Après ouverture : durant 4 semaines | Statut: Supprimé","40 µg/ml+5 mg/ml Collyre sol Fl PP/2,5ml"
2387,530,poudre pour inhalation (blanche) ; inhalateur multidose (120 doses),"160/4,5 μg"
2388,530,poudre pour inhalation (blanche) ; inhalateur multidose (60 doses),320/9 μg
2389,530,DUORESP SPIROMAX 320 µg/9 µg Pdr inh Inhal/60doses | Cip : 3400927875533 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Conserver dans son emballage) Après ouverture : durant 12 mois (Conserver dans son emballage) | Statut: Commercialisé,320 µg/9 µg Pdr inh Inhal/60doses
2390,530,"DUORESP SPIROMAX 160 µg/4,5 µg Pdr inh Inhal/120doses | Cip : 3400927875472 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Conserver dans son emballage) Après ouverture : durant 12 mois (Conserver dans son emballage) | Statut: Commercialisé","160 µg/4,5 µg Pdr inh Inhal/120doses"
2391,531,comprimé (blanc) ; plaquette de 28,"1 mg/2,5 mg"
2392,531,comprimé (blanc) ; plaquette de 28,1 mg/5 mg
2393,531,comprimé (blanc) ; plaquette de 28,2 mg/5 mg
2394,531,"DUOVA 2 mg/5 mg Cpr Plq/28 | Cip : 3400935785381 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Conserver à l'abri de l'humidité, Conserver dans son emballage) | Statut: Commercialisé",2 mg/5 mg Cpr Plq/28
2395,531,"DUOVA 1 mg/5 mg Cpr Plq/28 | Cip : 3400935785152 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Conserver à l'abri de l'humidité, Conserver dans son emballage) | Statut: Commercialisé",1 mg/5 mg Cpr Plq/28
2396,531,"DUOVA 1 mg/2,5 mg Cpr Plq/28 | Cip : 3400935784902 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé","1 mg/2,5 mg Cpr Plq/28"
2397,532,solution buvable ; flacon de 200 ml avec godet doseur gradué,
2398,532,solution buvable ; boîte de 20 sachets de 15 ml,
2399,532,"DUPHALAC 66,5 % S buv en flacon Fl/200ml | Cip : 3400935235145 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Ne pas conserver au réfrigérateur) | Statut: Commercialisé","66,5 % S buv en flacon Fl/200ml"
2400,532,DUPHALAC 10 g/15 ml S buv en sachet 20Sach/15ml | Cip : 3400927693199 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois | Statut: Commercialisé,10 g/15 ml S buv en sachet 20Sach/15ml
2401,532,DUPHALAC 10 g/15 ml S buv en sachet 400Sach/15ml | Cip : 3400955566823 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois | Statut: Supprimé,10 g/15 ml S buv en sachet 400Sach/15ml
2402,533,gel intestinal ; boîte de 7 sachets de 100 ml,
2403,533,"DUODOPA 20 mg/ml + 5 mg/ml Gel intestinal 7Sach/100ml | Cip : 3400936511002 ; Modalités de conservation : Avant ouverture : 2° < t < 8° durant 15 semaines (Conserver à l'abri de la lumière, Conserver au réfrigérateur, Conserver dans son emballage) | Statut: Commercialisé",20 mg/ml + 5 mg/ml Gel intestinal 7Sach/100ml
2404,534,gélule (blanche et bleue) ; boîte de 28,30 mg
2405,534,gélule (blanche et bleue) ; flacon de 28,30 mg
2406,534,gélule (verte et bleue) ; boîte de 28,60 mg
2407,534,gélule (verte et bleue) ; flacon de 28,60 mg
2408,534,DULOXETINE VIATRIS SANTE 60 mg Gél gastro-rés Fl/28 | Cip : 3400930071731 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,60 mg Gél gastro-rés Fl/28
2409,534,DULOXETINE VIATRIS SANTE 60 mg Gél gastro-rés Plq/28 | Cip : 3400930026793 ; Modalités de conservation : Avant ouverture : < 30° durant 36 mois | Statut: Commercialisé,60 mg Gél gastro-rés Plq/28
2410,534,"DULOXETINE VIATRIS SANTE 30 mg Gél gastro-rés Fl/28 | Cip : 3400930071724 ; Modalités de conservation : Avant ouverture : durant 24 mois (Conserver à l'abri de la lumière, Tenir le récipient bien fermé) | Statut: Commercialisé",30 mg Gél gastro-rés Fl/28
2411,534,"DULOXETINE VIATRIS SANTE 30 mg Gél gastro-rés Plq/28 | Cip : 3400930026571 ; Modalités de conservation : Avant ouverture : < 30° durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé",30 mg Gél gastro-rés Plq/28
2412,535,solution pour application locale ; flacon de 15 ml avec pinceau,
2413,535,"DUOFILM S appl cut Fl/15ml [RO1] | Cip : 3400949005567 ; Modalités de conservation : Avant ouverture : < 25° durant 30 mois (Conserver à l'abri de la chaleur, Tenir loin de toute flamme) | Statut: Commercialisé",15ml [RO1]
2414,535,"DUOFILM S appl loc Fl/15ml | Cip : 3400932463749 ; Modalités de conservation : Avant ouverture : < 25° durant 30 mois (A conserver à température ambiante, Conserver à l'abri de la chaleur, Tenir loin de toute flamme, Tenir le récipient bien fermé) | Statut: Commercialisé",15ml
2415,536,gélule (blanc et bleu clair) ; boîte de 7,30 mg
2416,536,gélule (blanc et bleu clair) ; boîte de 28,30 mg
2417,536,gélule (ivoire et bleu clair) ; boîte de 28,60 mg
2418,536,"DULOXETINE ZENTIVA 60 mg Gél gastro-rés Plq PVC/PVDC/Alu/28 | Cip : 3400930218211 ; Modalités de conservation : Avant ouverture : < 30° durant 24 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",60 mg Gél gastro-rés Plq PVC/PVDC/Alu/28
2419,536,"DULOXETINE ZENTIVA 60 mg Gél gastro-rés Plq/28 | Cip : 3400930031711 ; Modalités de conservation : Avant ouverture : < 30° durant 24 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé",60 mg Gél gastro-rés Plq/28
2420,536,"DULOXETINE ZENTIVA 30 mg Gél gastro-rés Plq PVC/PVDC/Alu/28 | Cip : 3400930218198 ; Modalités de conservation : Avant ouverture : < 30° durant 24 mois (Conserver à l'abri de l'humidité, Conserver dans son emballage) | Statut: Commercialisé",30 mg Gél gastro-rés Plq PVC/PVDC/Alu/28
2421,536,"DULOXETINE ZENTIVA 30 mg Gél gastro-rés Plq PVC/PVDC/Alu/7 | Cip : 3400930218174 ; Modalités de conservation : Avant ouverture : < 30° durant 24 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé",30 mg Gél gastro-rés Plq PVC/PVDC/Alu/7
2422,536,"DULOXETINE ZENTIVA 30 mg Gél gastro-rés Plq/28 | Cip : 3400930031704 ; Modalités de conservation : Avant ouverture : < 30° durant 24 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé",30 mg Gél gastro-rés Plq/28
2423,536,"DULOXETINE ZENTIVA 30 mg Gél gastro-rés Plq/7 | Cip : 3400930031698 ; Modalités de conservation : Avant ouverture : < 30° durant 24 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé",30 mg Gél gastro-rés Plq/7
2424,537,gélule (blanche et bleue) ; boîte de 28,30 mg
2425,537,gélule (verte et bleue) ; boîte de 28,60 mg
2426,537,DULOXETINE ZYDUS 60 mg Gél gastro-rés Plq/28 | Cip : 3400930176351 ; Modalités de conservation : Avant ouverture : < 30° durant 36 mois | Statut: Commercialisé,60 mg Gél gastro-rés Plq/28
2427,537,DULOXETINE ZYDUS 30 mg Gél gastro-rés Plq/28 | Cip : 3400930176344 ; Modalités de conservation : Avant ouverture : < 30° durant 36 mois | Statut: Commercialisé,30 mg Gél gastro-rés Plq/28
2428,538,gélule (grise) ; boîte de 28,30 mg
2429,538,gélule (grise et blanche) ; boîte de 28,60 mg
2430,538,DULOXETINE TEVA 60 mg Gél gastro-rés Plq/28 | Cip : 3400930190708 ; Modalités de conservation : Avant ouverture : < 25° durant 24 mois | Statut: Commercialisé,60 mg Gél gastro-rés Plq/28
2431,538,DULOXETINE TEVA 30 mg Gél gastro-rés Plq/28 | Cip : 3400930190746 ; Modalités de conservation : Avant ouverture : < 25° durant 24 mois | Statut: Commercialisé,30 mg Gél gastro-rés Plq/28
2432,539,gélule (blanche et bleue) ; boîte de 28,30 mg
2433,539,gélule (verte et bleue) ; boîte de 28,60 mg
2434,539,"DULOXETINE EG 60 mg Gél gastro-rés Plq/28 | Cip : 3400930100738 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",60 mg Gél gastro-rés Plq/28
2435,539,"DULOXETINE EG 30 mg Gél gastro-rés Plq/28 | Cip : 3400930100677 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",30 mg Gél gastro-rés Plq/28
2436,540,gélule (blanche et bleue) ; boîte de 28,30 mg
2437,540,gélule (verte et bleue) ; boîte de 28,60 mg
2438,540,DULOXETINE EVOLUGEN 60 mg Gél gastro-rés Plq/28 | Cip : 3400930095133 ; Modalités de conservation : Avant ouverture : < 30° durant 36 mois | Statut: Commercialisé,60 mg Gél gastro-rés Plq/28
2439,540,DULOXETINE EVOLUGEN 30 mg Gél gastro-rés Plq/28 | Cip : 3400930095027 ; Modalités de conservation : Avant ouverture : < 30° durant 36 mois | Statut: Commercialisé,30 mg Gél gastro-rés Plq/28
2440,541,gélule (blanche et bleue) ; boîte de 28,30 mg
2441,541,gélule (verte et bleue) ; boîte de 28,60 mg
2442,541,DULOXETINE SANDOZ 60 mg Gél gastro-rés Plq PVC/PE/PCTFE/Alu/28 | Cip : 3400930102411 ; Modalités de conservation : Avant ouverture : < 30° durant 24 mois | Statut: Commercialisé,60 mg Gél gastro-rés Plq PVC/PE/PCTFE/Alu/28
2443,541,DULOXETINE SANDOZ 30 mg Gél gastro-rés Plq PVC/PE/PCTFE/Alu/28 | Cip : 3400930102275 ; Modalités de conservation : Avant ouverture : < 30° durant 24 mois | Statut: Commercialisé,30 mg Gél gastro-rés Plq PVC/PE/PCTFE/Alu/28
2444,542,gélule (blanche et bleue) ; boîte de 28,30 mg
2445,542,gélule (verte et bleue) ; boîte de 28,60 mg
2446,542,DULOXETINE ARROW 60 mg Gél gastro-rés Plq/28 | Cip : 3400930123188 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois | Statut: Commercialisé,60 mg Gél gastro-rés Plq/28
2447,542,DULOXETINE ARROW 30 mg Gél gastro-rés Plq/28 | Cip : 3400930123157 ; Modalités de conservation : Avant ouverture : < 25° durant 36 minutes | Statut: Commercialisé,30 mg Gél gastro-rés Plq/28
2448,543,gélule (blanche et bleue) ; boîte de 28,30 mg
2449,543,"DULOXETINE ALTER 30 mg Gél gastro-rés Plq/28 | Cip : 3400930030622 ; Modalités de conservation : Avant ouverture : < 30° durant 24 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé",30 mg Gél gastro-rés Plq/28
2450,544,gélule (blanche et bleue) ; boîte de 28,30 mg
2451,544,gélule (verte et bleue) ; boîte de 28,60 mg
2452,544,DULOXETINE ALMUS 60 mg Gél gastro-rés Plq alu/28 | Cip : 3400930241387 ; Modalités de conservation : Avant ouverture : < 30° durant 36 mois | Statut: Commercialisé,60 mg Gél gastro-rés Plq alu/28
2453,544,DULOXETINE ALMUS 30 mg Gél gastro-rés Plq alu/28 | Cip : 3400930241370 ; Modalités de conservation : Avant ouverture : < 30° durant 36 mois | Statut: Commercialisé,30 mg Gél gastro-rés Plq alu/28
2454,545,gélule gastrorésistante (blanche et bleue) ; boîte de 28,30 mg
2455,545,gélule gastrorésistante (blanche et bleue) ; flacon de 28,30 mg
2456,545,gélule gastrorésistante (verte et bleue) ; boîte de 28,60 mg
2457,545,gélule gastrorésistante (verte et bleue) ; flacon de 28,60 mg
2458,545,DULOXETINE BIOGARAN 60 mg Gél gastro-rés Fl/28 | Cip : 3400930072905 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,60 mg Gél gastro-rés Fl/28
2459,545,DULOXETINE BIOGARAN 60 mg Gél gastro-rés Plq/28 | Cip : 3400930020647 ; Modalités de conservation : Avant ouverture : < 30° durant 30 mois | Statut: Commercialisé,60 mg Gél gastro-rés Plq/28
2460,545,DULOXETINE BIOGARAN 30 mg Gél gastro-rés Fl/28 | Cip : 3400930072899 ; Modalités de conservation : Avant ouverture : durant 24 mois (Conserver à l'abri de la lumière) | Statut: Commercialisé,30 mg Gél gastro-rés Fl/28
2461,545,"DULOXETINE BIOGARAN 30 mg Gél gastro-rés Plq/28 | Cip : 3400930020609 ; Modalités de conservation : Avant ouverture : < 30° durant 30 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé",30 mg Gél gastro-rés Plq/28
2462,546,gélule (blanche et bleue) ; boîte de 28,30 mg
2463,546,gélule (verte et bleue) ; boîte de 28,60 mg
2464,546,DULOXETINE ACCORD 60 mg Gél gastro-rés Plq préd/28 | Cip : 3400930042441 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,60 mg Gél gastro-rés Plq préd/28
2465,546,DULOXETINE ACCORD 30 mg Gél gastro-rés Plq préd/28 | Cip : 3400930042380 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,30 mg Gél gastro-rés Plq préd/28
2466,547,"collyre ; boîte de 60 récipients unidoses de 0,4 ml",
2467,547,collyre ; flacon compte-goutte de 10 ml,
2468,547,"DULCILARMES 1,5 % Collyre sol Fl/10ml | Cip : 3400930081594 ; Modalités de conservation : Avant ouverture : < 30° durant 36 mois Après ouverture : < 30° durant 3 mois | Statut: Commercialisé","1,5 % Collyre sol Fl/10ml"
2469,547,"DULCILARMES 1,5 % Collyre sol récip unidose 60unid | Cip : 3400927956478 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Conserver dans son emballage) Après ouverture : < 25° durant 4 semaines (Ne pas réutiliser) | Statut: Commercialisé","1,5 % Collyre sol récip unidose 60unid"
2470,548,suspension et granulés effervescents (arôme framboise) ; boîte de 2 flacons de suspension de 3 ml et de 2 sachets de granulés,
2471,548,"DUKORAL Susp/glé efferv p susp buv 2Sach | Cip : 3400936512580 ; Modalités de conservation : Avant ouverture : 2° < t < 8° durant 36 mois (Conserver au réfrigérateur, Ne pas congeler) Après ouverture : durant 2 heures | Statut: Commercialisé",2Sach
2472,549,comprimé gastrorésistant (jaune) ; boîte de 30,
2473,549,DULCOLAX 5 mg Cpr enr gastro-rés Plq/30 [NO2] | Cip : 3400949004485 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,5 mg Cpr enr gastro-rés Plq/30 [NO2]
2474,549,DULCOLAX 10 mg Suppos Plq/6 | Cip : 3400933966362 ; Modalités de conservation : Avant ouverture : < 30° durant 36 mois | Statut: Commercialisé,10 mg Suppos Plq/6
2475,549,DULCOLAX 5 mg Cpr enr gastro-rés Plq PVC/PVDC/Alu/30 [NO1] | Cip : 3400949004348 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,5 mg Cpr enr gastro-rés Plq PVC/PVDC/Alu/30 [NO1]
2476,549,DULCOLAX 5 mg Cpr enr gastro-rés Plq/30 | Cip : 3400939069425 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,5 mg Cpr enr gastro-rés Plq/30
2477,550,collyre ; flacon de 5 ml,
2478,550,DUGRESSA 1 mg/mL+5 mg/mL Collyre sol Fl/5ml | Cip : 3400930210536 ; Modalités de conservation : Avant ouverture : durant 36 mois Après ouverture : durant 28 jours | Statut: Commercialisé,1 mg/mL+5 mg/mL Collyre sol Fl/5ml
2479,551,collyre ; flacon compte-gouttes de 10 ml,
2480,551,DUALKOPT 20 mg/ml + 5 mg/ml Collyre sol Fl/10ml | Cip : 3400930038345 ; Modalités de conservation : Avant ouverture : durant 24 mois Après ouverture : durant 2 mois | Statut: Commercialisé,20 mg/ml + 5 mg/ml Collyre sol Fl/10ml
2481,552,"comprimé (rose : 24, blanc : 4) ; boîte de 1 plaquette de 28",
2482,552,"comprimé (rose : 24, blanc : 4) ; boîte de 3 plaquettes de 28",
2483,552,"DROVELIS 3 mg/14,2 mg Cpr pell 1Plq/28 | Cip : 3400930234051 ; Modalités de conservation : Avant ouverture : durant 4 ans | Statut: Commercialisé","3 mg/14,2 mg Cpr pell 1Plq/28"
2484,552,"DROVELIS 3 mg/14,2 mg Cpr pell 3Plq/28 (84) | Cip : 3400930234068 ; Modalités de conservation : Avant ouverture : durant 4 ans | Statut: Commercialisé","3 mg/14,2 mg Cpr pell 3Plq/28 (84)"
2485,553,"comprimé (rose : 21, blanc : 7) ; boîte de 3 plaquettes de 28","3 mg/0,02 mg"
2486,553,"DROSPIRENONE/ETHINYLESTRADIOL VIATRIS CONTINU 3 mg/0,02 mg Cpr pell Plq/3x28 (84) | Cip : 3400921905595 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé","3 mg/0,02 mg Cpr pell Plq/3x28 (84)"
2487,553,"DROSPIRENONE/ETHINYLESTRADIOL MYLAN CONTINU 3 mg/0,02 mg Cpr pell Plq/28 | Cip : 3400921905137 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Supprimé","3 mg/0,02 mg Cpr pell Plq/28"
2488,554,comprimé (rose) ; boîte de 1 plaquette de 21,"3 mg/0,02 mg"
2489,554,comprimé (rose) ; boîte de 3 plaquettes de 21,"3 mg/0,02 mg"
2490,554,comprimé (jaune) ; boîte de 1 plaquette de 21,"3 mg/0,03 mg"
2491,554,comprimé (jaune) ; boîte de 3 plaquettes de 21,"3 mg/0,03 mg"
2492,554,"DROSPIRENONE/ETHINYLESTRADIOL VIATRIS 3 mg/0,03 mg Cpr pell Plq/3x21 (63) | Cip : 3400921905076 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé","3 mg/0,03 mg Cpr pell Plq/3x21 (63)"
2493,554,"DROSPIRENONE/ETHINYLESTRADIOL VIATRIS 3 mg/0,03 mg Cpr pell Plq/21 | Cip : 3400921904826 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Supprimé","3 mg/0,03 mg Cpr pell Plq/21"
2494,554,"DROSPIRENONE/ETHINYLESTRADIOL VIATRIS 3 mg/0,02 mg Cpr pell Plq/3x21 | Cip : 3400921904765 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé","3 mg/0,02 mg Cpr pell Plq/3x21"
2495,554,"DROSPIRENONE/ETHINYLESTRADIOL VIATRIS 3 mg/0,02 mg Cpr pell Plq/21 | Cip : 3400921904475 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Supprimé","3 mg/0,02 mg Cpr pell Plq/21"
2496,555,comprimé (rose) ; boîte de 3 plaquettes de 21,"0,02 mg/3 mg"
2497,555,comprimé (jaune) ; boîte de 3 plaquettes de 21,"0,03 mg/3 mg"
2498,555,"DROSPIBEL 0,03 mg/3 mg Cpr pell Plq/3x21 (63) | Cip : 3400921903706 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé","0,03 mg/3 mg Cpr pell Plq/3x21 (63)"
2499,555,"DROSPIBEL 0,02 mg/3 mg Cpr pell Plq/3x21 | Cip : 3400921903416 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé","0,02 mg/3 mg Cpr pell Plq/3x21"
2500,556,"sirop ; flacon de 150 ml avec godet doseur gradué à 2,5 ml, 5 ml et 15 ml",
2501,556,DROSETUX Sirop Fl/150ml | Cip : 3400930043318 ; Modalités de conservation : Avant ouverture : durant 5 ans Après ouverture : durant 1 ans | Statut: Commercialisé,150ml
2502,557,"DROPIZAL 10 mg/ml S buv en gouttes Fl/10ml | Cip : 3400930195369 ; Modalités de conservation : Avant ouverture : durant 36 mois (Ne pas congeler, Ne pas conserver au réfrigérateur) Après ouverture : durant 4 semaines | Statut: Commercialisé",10 mg/ml S buv en gouttes Fl/10ml
2503,558,solution buvable ; flacon de 30 ml (gouttes),64
2504,558,DROSERA COMPLEXE N°64 S buv en gouttes Fl/30ml | Cip : 3400933704537 ; Modalités de conservation : Avant ouverture : durant 5 ans (Tenir le récipient bien fermé) Après ouverture : durant 1 ans | Statut: Commercialisé,64 S buv en gouttes Fl/30ml
2505,559,"DROPERIDOL KALCEKS 2,5 mg/ml S inj 10Amp/1ml | Cip : 3400955080831 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé","2,5 mg/ml S inj 10Amp/1ml"
2506,559,"DROPERIDOL KALCEKS 1,25 mg/ml S inj 10Amp/1ml | Cip : 3400955080855 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé","1,25 mg/ml S inj 10Amp/1ml"
2507,560,"DROPERIDOL PANPHARMA 5 mg/2 ml S inj IM 10Amp/2ml | Cip : 3400958672644 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Supprimé",5 mg/2 ml S inj IM 10Amp/2ml
2508,560,"DROPERIDOL PANPHARMA 2,5 mg/ml S inj 10Amp/1ml | Cip : 3400927570490 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé","2,5 mg/ml S inj 10Amp/1ml"
2509,560,"DROPERIDOL PANPHARMA 0,5 mg/ml S inj 10Amp/2,5ml | Cip : 3400955003892 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé","0,5 mg/ml S inj 10Amp/2,5ml"
2510,561,DROSERA COMPOSE S buv Fl/30ml | Cip : 3400931462309 ; Modalités de conservation : Avant ouverture : durant 5 ans | Statut: Commercialisé,30ml
2511,561,DROSERA COMPOSE Gran T/4g | Cip : 3400931462477 ; Modalités de conservation : Avant ouverture : durant 5 ans | Statut: Commercialisé,4g
2512,562,"DROPERIDOL HIKMA 2,5 mg/ml S inj 10Fl/1ml | Cip : 3400955051886 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé","2,5 mg/ml S inj 10Fl/1ml"
2513,563,"DROLEPTAN 1,25 mg/2,5 ml S inj 10Amp/2,5ml | Cip : 3400921810172 ; Modalités de conservation : Avant ouverture : durant 4 ans (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé","1,25 mg/2,5 ml S inj 10Amp/2,5ml"
2514,564,"DROPERIDOL AGUETTANT 5 mg/2 ml S inj IM 10Amp/2ml | Cip : 3400958405327 ; Modalités de conservation : Avant ouverture : durant 24 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé",5 mg/2 ml S inj IM 10Amp/2ml
2515,564,"DROPERIDOL AGUETTANT 2,5 mg/1 ml S inj IV 10Amp/1ml | Cip : 3400958404955 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé","2,5 mg/1 ml S inj IV 10Amp/1ml"
2516,564,"DROPERIDOL AGUETTANT 1,25 mg/ml S inj IV 10Amp/1ml | Cip : 3400958429040 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver à l'abri de la lumière, Conserver dans son emballage) | Statut: Commercialisé","1,25 mg/ml S inj IV 10Amp/1ml"
2517,565,"DRONABINOL USP 2,5 mg Gél Fl/60 [AAC] | Cip : 3400959005724 | Statut: Non commercialisé à ce jour","2,5 mg Gél Fl/60 [AAC]"
2518,566,DROPERIDOL ARROW 5 mg/2 ml S inj IM 10Amp/2ml | Cip : 3400958330933 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Supprimé,5 mg/2 ml S inj IM 10Amp/2ml
2519,566,"DROPERIDOL ARROW 2,5 mg/1 ml S inj IV 10Amp/1ml | Cip : 3400958330704 ; Modalités de conservation : Avant ouverture : durant 36 mois Après ouverture : < 25° durant 48 heures | Statut: Supprimé","2,5 mg/1 ml S inj IV 10Amp/1ml"
2520,567,comprimé (marron) ; boîte de 45,
2521,567,DRAGEES FUCA Cpr enr 3Plq/15 (45) | Cip : 3400933336240 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Supprimé,3Plq/15 (45)
2522,568,comprimé sécable (blanc) ; boîte de 60,
2523,568,DRIPTANE 5 mg Gé Cpr séc Plq/60 | Cip : 3400933695620 ; Modalités de conservation : Avant ouverture : < 30° durant 36 mois | Statut: Supprimé,5 mg Gé Cpr séc Plq/60
2524,569,comprimé à sucer sécable (arôme pomme) ; boîte de 7,
2525,569,DRILL 10 mg Cpr à sucer séc allergie cétirizine Plq/7 | Cip : 3400938153521 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,10 mg Cpr à sucer séc allergie cétirizine Plq/7
2526,570,DOZURSO 250 mg Cpr pell Plq/60 | Cip : 3400930012703 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Supprimé,250 mg Cpr pell Plq/60
2527,570,DOZURSO 500 mg Cpr pell séc Plq/60 | Cip : 3400930012741 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Supprimé,500 mg Cpr pell séc Plq/60
2528,571,"pastille (rouge ; arômes : coquelicot, pulmoral) ; boîte de 24",
2529,571,pastille (miel ; arôme rose) ; boîte de 24,
2530,571,"pastille (incolore ; arômes : coquelicot, pulmoral) ; boîte de 24",
2531,571,"pastille (jaune ; arômes : miel, citron) ; boîte de 24",
2532,571,"pastille (jaune ; arômes : miel, citron) ; boîte de 36",
2533,571,pastille (arôme plantes) ; boîte de 24,
2534,571,"DRILL sans sucre Past Plq/24 | Cip : 3400933378172 ; Modalités de conservation : Avant ouverture : < 25° durant 36 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",24
