id,medicament_id,frequence,effet
16014,996,Les effets indésirables les plus fréquents sont digestifs,notamment d'hémorragie digestive
16015,996,Les effets indésirables les plus fréquents sont digestifs,que les autres AINS.
16016,996,Fréquents (1 à 10 % des personnes),anémie
16017,996,Fréquents (1 à 10 % des personnes),vertiges
16018,996,Fréquents (1 à 10 % des personnes),bourdonnements d'oreille
16019,996,Fréquents (1 à 10 % des personnes),éruption cutanée
16020,996,Fréquents (1 à 10 % des personnes),démangeaisons.
16021,996,"Peu fréquents (0,1 à 1 % des personnes)",somnolence
16022,996,"Peu fréquents (0,1 à 1 % des personnes)",vision floue.
16023,996,"Rares (0,01 à 0,1 % des personnes)",photosensibilisation
16024,996,"Rares (0,01 à 0,1 % des personnes)",urticaire
16025,996,"Rares (0,01 à 0,1 % des personnes)",œdème de Quincke
16026,996,"Rares (0,01 à 0,1 % des personnes)",choc anaphylactique
16027,996,"Rares (0,01 à 0,1 % des personnes)",insuffisance rénale
16028,996,"Rares (0,01 à 0,1 % des personnes)",œdèmes (notamment des jambes)
16029,996,"Rares (0,01 à 0,1 % des personnes)",anomalie de la numération formule sanguine (notamment baisse des plaquettes ou des globules blancs).
16030,996,"Très rares (moins de 0,01 % des personnes)",réaction cutanée grave (voir Attention).
16031,996,Fréquence indéterminée,confusion des idées
16032,996,Fréquence indéterminée,troubles de l'humeur
16033,996,Fréquence indéterminée,hypertension artérielle
16034,996,Fréquence indéterminée,rétention d'eau pouvant aggraver une insuffisance cardiaque
16035,996,Fréquence indéterminée,troubles de l'audition
16036,996,Fréquence indéterminée,chute de cheveux
16037,996,Fréquence indéterminée,crise d'asthme
16038,996,Fréquence indéterminée,saignement de nez
16039,996,Fréquence indéterminée,jaunisse
16040,996,Fréquence indéterminée,hépatite
16041,996,Fréquence indéterminée,augmentation des transaminases.
16042,996,,"Les AINS sont également susceptibles de diminuer la fertilité chez les femmes, notamment en cas de traitement chronique."
16043,1000,,"Somnolence, surtout en début de traitement."
16044,1000,,"Indifférence, réaction anxieuse, variation de l'humeur."
16045,1000,Effets atropiniques,sécheresse de la bouche
16046,1000,Effets atropiniques,constipation
16047,1000,Effets atropiniques,troubles de l'accommodation
16048,1000,Effets atropiniques,rétention d'urine.
16049,1000,,Hypotension orthostatique.
16050,1000,,"Mouvements involontaires ou inadaptés, tics, pouvant survenir lors de la première prise (notamment en cas de surdosage) ou, plus tardivement, lors d'un traitement prolongé."
16051,1000,,Raideur musculaire et difficultés à coordonner les mouvements.
16052,1000,Augmentation de la sécrétion de prolactine pouvant se traduire par,absence des règles
16053,1000,Augmentation de la sécrétion de prolactine pouvant se traduire par,augmentation du volume des seins
16054,1000,Augmentation de la sécrétion de prolactine pouvant se traduire par,écoulement de lait par le mamelon. Troubles sexuels.
16055,1000,,"Prise de poids, hyperglycémie."
16056,1000,Rarement,réaction allergique cutanée
16057,1000,Rarement,photosensibilisation
16058,1000,Rarement,troubles du rythme cardiaque (torsades de pointes)
16059,1000,Rarement,syndrome malin des neuroleptiques (voir Attention)
16060,1000,Rarement,agranulocytose (exceptionnelle).
16061,1001,,"Somnolence, surtout en début de traitement."
16062,1001,,"Indifférence, réaction anxieuse, variation de l'humeur."
16063,1001,Effets atropiniques,sécheresse de la bouche
16064,1001,Effets atropiniques,constipation
16065,1001,Effets atropiniques,troubles de l'accommodation
16066,1001,Effets atropiniques,rétention d'urine.
16067,1001,,Hypotension orthostatique.
16068,1001,,"Mouvements involontaires ou inadaptés, tics, pouvant survenir lors de la première prise (notamment en cas de surdosage) ou, plus tardivement, lors d'un traitement prolongé."
16069,1001,,Raideur musculaire et difficultés à coordonner les mouvements.
16070,1001,Augmentation de la sécrétion de prolactine pouvant se traduire par,absence des règles
16071,1001,Augmentation de la sécrétion de prolactine pouvant se traduire par,augmentation du volume des seins
16072,1001,Augmentation de la sécrétion de prolactine pouvant se traduire par,écoulement de lait par le mamelon. Troubles sexuels.
16073,1001,,"Prise de poids, hyperglycémie."
16074,1001,Rarement,réaction allergique cutanée
16075,1001,Rarement,photosensibilisation
16076,1001,Rarement,troubles du rythme cardiaque (torsades de pointes)
16077,1001,Rarement,syndrome malin des neuroleptiques (voir Attention)
16078,1001,Rarement,agranulocytose (exceptionnelle).
16079,1002,,"Somnolence, surtout en début de traitement."
16080,1002,,"Indifférence, réaction anxieuse, variation de l'humeur."
16081,1002,Effets atropiniques,sécheresse de la bouche
16082,1002,Effets atropiniques,constipation
16083,1002,Effets atropiniques,troubles de l'accommodation
16084,1002,Effets atropiniques,rétention d'urine.
16085,1002,,Hypotension orthostatique.
16086,1002,,"Mouvements involontaires ou inadaptés, tics, pouvant survenir lors de la première prise (notamment en cas de surdosage) ou, plus tardivement, lors d'un traitement prolongé."
16087,1002,,Raideur musculaire et difficultés à coordonner les mouvements.
16088,1002,Augmentation de la sécrétion de prolactine pouvant se traduire par,absence des règles
16089,1002,Augmentation de la sécrétion de prolactine pouvant se traduire par,augmentation du volume des seins
16090,1002,Augmentation de la sécrétion de prolactine pouvant se traduire par,écoulement de lait par le mamelon. Troubles sexuels.
16091,1002,,"Prise de poids, hyperglycémie."
16092,1002,Rarement,réaction allergique cutanée
16093,1002,Rarement,photosensibilisation
16094,1002,Rarement,troubles du rythme cardiaque (torsades de pointes)
16095,1002,Rarement,syndrome malin des neuroleptiques (voir Attention)
16096,1002,Rarement,agranulocytose (exceptionnelle).
16097,1005,Très fréquents (plus de 10 % des cas),sécheresse de la peau
16098,1005,Très fréquents (plus de 10 % des cas),rougeur
16099,1005,Très fréquents (plus de 10 % des cas),desquamation
16100,1005,Très fréquents (plus de 10 % des cas),sensation de brûlure.
16101,1005,Fréquents,démangeaisons
16102,1005,Fréquents,irritation de la peau.
16103,1005,Fréquence indéterminée,photosensibilisation
16104,1005,Fréquence indéterminée,gonflement du visage ou des paupières
16105,1005,Fréquence indéterminée,éruption cutanée
16106,1005,Fréquence indéterminée,picotements
16107,1005,Fréquence indéterminée,allergie de contact
16108,1005,Fréquence indéterminée,réaction allergique.
16109,1005,,Décoloration de certains textiles.
16110,1007,,Irritation de la peau.
16111,1007,,Sensibilité accrue de la peau au soleil (voir Attention).
16112,1011,,"Des cas de dépression, parfois grave, d'anxiété, d'agressivité, de changement d'humeur, de troubles psychiques et de très rares cas de tentatives de suicide ont été rapportés sous traitement par isotrétinoïne ; signalez rapidement à votre médecin tout signe de dépression (sensation de tristesse ou pleurs sans raison, difficultés de concentration, détachement affectif..) ou tout autre trouble du comportement."
16113,1013,,"Irritation nasale passagère, saignement de nez, réaction allergique."
16114,1014,,Gêne visuelle passagère après instillation.
16115,1014,,Réaction allergique.
16116,1016,,Réaction allergique.
16117,1017,,Gêne visuelle passagère après instillation.
16118,1017,,Réaction allergique.
16119,1018,,Réaction allergique.
16120,1019,,"Gêne visuelle passagère (brûlure, picotement)."
16121,1019,,Réaction allergique.
16122,1021,,Réaction allergique.
16123,1022,,Gêne visuelle passagère après instillation.
16124,1022,,Réaction allergique.
16125,1024,Très fréquents,douleurs abdominales
16126,1024,Très fréquents,elles sont généralement associées à la maladie elle-même.
16127,1024,Fréquents,nausées
16128,1024,Fréquents,vomissement
16129,1024,Fréquents,diarrhée
16130,1024,Fréquents,constipation.
16131,1024,Très rarement,démangeaisons
16132,1024,Très rarement,urticaire
16133,1024,Très rarement,réaction allergique nécessitant l'arrêt du traitement
16134,1024,Très rarement,sténose du côlon chez des patients atteints de mucoviscidose prenant des doses importantes.
16135,1025,Fréquents (1 à 10 % des utilisateurs),maux de tête
16136,1025,Fréquents (1 à 10 % des utilisateurs),vertiges
16137,1025,Fréquents (1 à 10 % des utilisateurs),fatigue
16138,1025,Fréquents (1 à 10 % des utilisateurs),constipation
16139,1025,Fréquents (1 à 10 % des utilisateurs),nausées
16140,1025,Fréquents (1 à 10 % des utilisateurs),douleur abdominale
16141,1025,Fréquents (1 à 10 % des utilisateurs),douleurs musculaires.
16142,1025,Peu fréquents (moins de 1 patient sur 100),éruption cutanée
16143,1025,Peu fréquents (moins de 1 patient sur 100),démangeaisons
16144,1025,Peu fréquents (moins de 1 patient sur 100),urticaire.
16145,1025,Rares (moins de 1 patient sur 1000),réaction allergique (dont œdème de Quincke)
16146,1025,Rares (moins de 1 patient sur 1000),élévation des transaminases et atteintes graves des muscles (voir Attention).
16147,1025,Très rares ou de fréquence indéterminée,perte de mémoire
16148,1025,Très rares ou de fréquence indéterminée,atteinte de nerfs
16149,1025,Très rares ou de fréquence indéterminée,dépression
16150,1025,Très rares ou de fréquence indéterminée,troubles du sommeil
16151,1025,Très rares ou de fréquence indéterminée,toux
16152,1025,Très rares ou de fréquence indéterminée,essoufflement
16153,1025,Très rares ou de fréquence indéterminée,sang dans les urines
16154,1025,Très rares ou de fréquence indéterminée,gynécomastie
16155,1025,Très rares ou de fréquence indéterminée,hépatite
16156,1025,Très rares ou de fréquence indéterminée,réaction cutanée grave
16157,1025,Très rares ou de fréquence indéterminée,apparition ou aggravation d'une myasthénie ou d'une myasthénie oculaire nécessitant un arrêt du traitement.
16158,1027,,"Un usage prolongé peut occasionner des sensations de brûlure anale et, exceptionnellement, des inflammations du rectum."
16159,1031,,La fréquence des effets indésirables peut varier en fonction de la maladie traitée.
16160,1031,,Fréquents (1 à 10 % des personnes)
16161,1031,,"Peu fréquents (0,1 à 1 % des personnes)"
16162,1031,Rares,réaction allergique (œdème de Quincke
16163,1031,Rares,choc).
16164,1031,Fréquence indéterminée,toux
16165,1031,Fréquence indéterminée,douleur articulaire ou musculaire
16166,1031,Fréquence indéterminée,migraine
16167,1031,Fréquence indéterminée,altération du goût
16168,1031,Fréquence indéterminée,bourdonnements d'oreilles
16169,1031,Fréquence indéterminée,dépression
16170,1031,Fréquence indéterminée,troubles de l’érection
16171,1031,Fréquence indéterminée,pancréatite
16172,1031,Fréquence indéterminée,hépatite
16173,1031,Fréquence indéterminée,diminution du nombre des plaquettes.
16174,1031,,"Des angiœdèmes intestinaux ont également été rapportés chez des patients traités par un antagoniste de l'angiotensine II. En cas de troubles digestifs inhabituels, pensez à signaler la prise de ce médicament au médecin que vous consultez."
16175,1033,Le plus fréquemment,réactions allergiques
16176,1033,Le plus fréquemment,surtout cutanées
16177,1033,Le plus fréquemment,qui contre-indiquent formellement la poursuite ou la reprise du traitement.
16178,1033,Peuvent également survenir,troubles digestifs
16179,1033,Peuvent également survenir,pancréatite.
16180,1033,Rarement,neuropathie
16181,1033,Rarement,convulsions
16182,1033,Rarement,vertiges
16183,1033,Rarement,tremblement
16184,1033,Rarement,douleurs des muscles et des articulations
16185,1033,Rarement,augmentation du taux de potassium dans le sang
16186,1033,Rarement,diminution de la glycémie
16187,1033,Rarement,anomalies de la numération formule sanguine.
16188,1034,Très fréquents (plus de 10 % des personnes),vision trouble
16189,1034,Très fréquents (plus de 10 % des personnes),nausées
16190,1034,Très fréquents (plus de 10 % des personnes),étourdissements.
16191,1034,Fréquents (1 à 10 % des personnes),toux sèche
16192,1034,Fréquents (1 à 10 % des personnes),baisse excessive de la tension artérielle
16193,1034,Fréquents (1 à 10 % des personnes),hypotension orthostatique
16194,1034,Fréquents (1 à 10 % des personnes),angine de poitrine
16195,1034,Fréquents (1 à 10 % des personnes),tachycardie
16196,1034,Fréquents (1 à 10 % des personnes),maux de tête
16197,1034,Fréquents (1 à 10 % des personnes),dépression
16198,1034,Fréquents (1 à 10 % des personnes),malaise
16199,1034,Fréquents (1 à 10 % des personnes),altération du goût
16200,1034,Fréquents (1 à 10 % des personnes),nausées
16201,1034,Fréquents (1 à 10 % des personnes),vomissements
16202,1034,Fréquents (1 à 10 % des personnes),diarrhées
16203,1034,Fréquents (1 à 10 % des personnes),éruption cutanée
16204,1034,Fréquents (1 à 10 % des personnes),œdème de Quincke (voir Attention)
16205,1034,Fréquents (1 à 10 % des personnes),fatigue
16206,1034,Fréquents (1 à 10 % des personnes),crampes
16207,1034,Fréquents (1 à 10 % des personnes),baisse du taux de potassium dans le sang
16208,1034,Fréquents (1 à 10 % des personnes),augmentation du taux de créatinine
16209,1034,Fréquents (1 à 10 % des personnes),du taux d'acide urique ou des lipides dans le sang
16210,1034,Fréquents (1 à 10 % des personnes),anémie.
16211,1034,Peu fréquents (moins de 1 personne sur 100),constipation
16212,1034,Peu fréquents (moins de 1 personne sur 100),flatulence
16213,1034,Peu fréquents (moins de 1 personne sur 100),bouche sèche
16214,1034,Peu fréquents (moins de 1 personne sur 100),diminution de l'appétit
16215,1034,Peu fréquents (moins de 1 personne sur 100),chute de cheveux
16216,1034,Peu fréquents (moins de 1 personne sur 100),démangeaisons
16217,1034,Peu fréquents (moins de 1 personne sur 100),urticaire
16218,1034,Peu fréquents (moins de 1 personne sur 100),douleur articulaire
16219,1034,Peu fréquents (moins de 1 personne sur 100),bouffées de chaleur
16220,1034,Peu fréquents (moins de 1 personne sur 100),palpitations
16221,1034,Peu fréquents (moins de 1 personne sur 100),bourdonnement d'oreilles
16222,1034,Peu fréquents (moins de 1 personne sur 100),confusion des idées
16223,1034,Peu fréquents (moins de 1 personne sur 100),somnolence
16224,1034,Peu fréquents (moins de 1 personne sur 100),insomnie
16225,1034,Peu fréquents (moins de 1 personne sur 100),nervosité
16226,1034,Peu fréquents (moins de 1 personne sur 100),fourmillements
16227,1034,Peu fréquents (moins de 1 personne sur 100),vertiges
16228,1034,Peu fréquents (moins de 1 personne sur 100),baisse de la libido
16229,1034,Peu fréquents (moins de 1 personne sur 100),impuissance
16230,1034,Peu fréquents (moins de 1 personne sur 100),hypoglycémie
16231,1034,Peu fréquents (moins de 1 personne sur 100),goutte
16232,1034,Peu fréquents (moins de 1 personne sur 100),insuffisance rénale.
16233,1034,Rares,réaction cutanée potentiellement grave
16234,1034,Rares,syndrome de Raynaud
16235,1034,Rares,gynécomastie
16236,1034,Rares,pancréatite
16237,1034,Rares,hépatite
16238,1034,Rares,anomalie de la numération formule sanguine.
16239,1035,,Hémorragies de gravité variable.
16240,1035,Plus rarement,diarrhée
16241,1035,Plus rarement,douleurs des articulations
16242,1035,Plus rarement,chute de cheveux
16243,1035,Plus rarement,réaction allergique.
16244,1036,Fréquents (1 à 10 % des cas),toux sèche
16245,1036,Fréquents (1 à 10 % des cas),essoufflement
16246,1036,Fréquents (1 à 10 % des cas),maux de tête
16247,1036,Fréquents (1 à 10 % des cas),étourdissements
16248,1036,Fréquents (1 à 10 % des cas),vertiges
16249,1036,Fréquents (1 à 10 % des cas),somnolence
16250,1036,Fréquents (1 à 10 % des cas),fourmillement des extrémités
16251,1036,Fréquents (1 à 10 % des cas),troubles de la vision (y compris vision double)
16252,1036,Fréquents (1 à 10 % des cas),bourdonnement dans les oreilles
16253,1036,Fréquents (1 à 10 % des cas),palpitations
16254,1036,Fréquents (1 à 10 % des cas),rougeur du visage
16255,1036,Fréquents (1 à 10 % des cas),baisse excessive de la tension artérielle (voir Attention)
16256,1036,Fréquents (1 à 10 % des cas),hypotension orthostatique
16257,1036,Fréquents (1 à 10 % des cas),nausées
16258,1036,Fréquents (1 à 10 % des cas),vomissements
16259,1036,Fréquents (1 à 10 % des cas),douleurs abdominales
16260,1036,Fréquents (1 à 10 % des cas),troubles du goût
16261,1036,Fréquents (1 à 10 % des cas),digestion difficile
16262,1036,Fréquents (1 à 10 % des cas),diarrhée
16263,1036,Fréquents (1 à 10 % des cas),constipation
16264,1036,Fréquents (1 à 10 % des cas),crampes
16265,1036,Fréquents (1 à 10 % des cas),fatigue
16266,1036,Fréquents (1 à 10 % des cas),faiblesse
16267,1036,Fréquents (1 à 10 % des cas),jambes lourdes ou enflées.
16268,1036,Peu fréquents (moins de 1% des cas),changement d’humeur
16269,1036,Peu fréquents (moins de 1% des cas),anxiété
16270,1036,Peu fréquents (moins de 1% des cas),dépression
16271,1036,Peu fréquents (moins de 1% des cas),troubles du sommeil
16272,1036,Peu fréquents (moins de 1% des cas),baisse de la sensibilité du toucher
16273,1036,Peu fréquents (moins de 1% des cas),tremblements
16274,1036,Peu fréquents (moins de 1% des cas),malaise
16275,1036,Peu fréquents (moins de 1% des cas),rhume
16276,1036,Peu fréquents (moins de 1% des cas),perte des cheveux
16277,1036,Peu fréquents (moins de 1% des cas),tâches rouges sur la peau
16278,1036,Peu fréquents (moins de 1% des cas),changement de coloration de la peau
16279,1036,Peu fréquents (moins de 1% des cas),douleurs musculaires ou articulaires
16280,1036,Peu fréquents (moins de 1% des cas),mal de dos
16281,1036,Peu fréquents (moins de 1% des cas),douleurs thoraciques
16282,1036,Peu fréquents (moins de 1% des cas),difficultés pour uriner
16283,1036,Peu fréquents (moins de 1% des cas),urines plus abondantes
16284,1036,Peu fréquents (moins de 1% des cas),bouche sèche
16285,1036,Peu fréquents (moins de 1% des cas),impuissance
16286,1036,Peu fréquents (moins de 1% des cas),transpiration excessive
16287,1036,Peu fréquents (moins de 1% des cas),augmentation du volume des seins chez l'homme (gynécomastie)
16288,1036,Peu fréquents (moins de 1% des cas),prise ou perte de poids.
16289,1036,"Rares (moins de 0,1 % des cas)",aggravation d'un psoriasis
16290,1036,"Rares (moins de 0,1 % des cas)",confusion.
16291,1036,Très rares,angine de poitrine
16292,1036,Très rares,infarctus du myocarde
16293,1036,Très rares,accident vasculaire cérébral
16294,1036,Très rares,arythmie
16295,1036,Très rares,gonflement des gencives
16296,1036,Très rares,éruption cutanée
16297,1036,Très rares,œdème de Quincke
16298,1036,Très rares,anomalie de la numération formule sanguine
16299,1036,Très rares,hépatite
16300,1036,Très rares,augmentation du taux de potassium ou de créatinine dans le sang
16301,1036,Très rares,modification de la glycémie.
16302,1037,Fréquents (1 à 10 % des personnes),toux sèche
16303,1037,Fréquents (1 à 10 % des personnes),essoufflement
16304,1037,Fréquents (1 à 10 % des personnes),maux de tête
16305,1037,Fréquents (1 à 10 % des personnes),vertiges
16306,1037,Fréquents (1 à 10 % des personnes),fourmillements
16307,1037,Fréquents (1 à 10 % des personnes),troubles visuels
16308,1037,Fréquents (1 à 10 % des personnes),bourdonnements d'oreilles
16309,1037,Fréquents (1 à 10 % des personnes),baisse excessive de la tension artérielle (voir Attention)
16310,1037,Fréquents (1 à 10 % des personnes),constipation ou diarrhée
16311,1037,Fréquents (1 à 10 % des personnes),douleurs abdominales
16312,1037,Fréquents (1 à 10 % des personnes),troubles du goût
16313,1037,Fréquents (1 à 10 % des personnes),nausées
16314,1037,Fréquents (1 à 10 % des personnes),vomissements
16315,1037,Fréquents (1 à 10 % des personnes),démangeaisons
16316,1037,Fréquents (1 à 10 % des personnes),éruption cutanée
16317,1037,Fréquents (1 à 10 % des personnes),crampes
16318,1037,Fréquents (1 à 10 % des personnes),fatigue.
16319,1037,"Peu fréquents (0,1 à 1 % des personnes)",palpitations
16320,1037,"Peu fréquents (0,1 à 1 % des personnes)",tachycardie
16321,1037,"Peu fréquents (0,1 à 1 % des personnes)",dépression
16322,1037,"Peu fréquents (0,1 à 1 % des personnes)",troubles du sommeil ou de l'humeur
16323,1037,"Peu fréquents (0,1 à 1 % des personnes)",bouche sèche
16324,1037,"Peu fréquents (0,1 à 1 % des personnes)",urticaire
16325,1037,"Peu fréquents (0,1 à 1 % des personnes)",œdème de Quincke (voir Attention)
16326,1037,"Peu fréquents (0,1 à 1 % des personnes)",photosensibilisation
16327,1037,"Peu fréquents (0,1 à 1 % des personnes)",transpiration excessive
16328,1037,"Peu fréquents (0,1 à 1 % des personnes)",douleur articulaire ou musculaire
16329,1037,"Peu fréquents (0,1 à 1 % des personnes)",insuffisance rénale
16330,1037,"Peu fréquents (0,1 à 1 % des personnes)",troubles de l'érection
16331,1037,"Peu fréquents (0,1 à 1 % des personnes)",malaise
16332,1037,"Peu fréquents (0,1 à 1 % des personnes)",chute
16333,1037,"Peu fréquents (0,1 à 1 % des personnes)",hypoglycémie
16334,1037,"Peu fréquents (0,1 à 1 % des personnes)",élévation du taux de potassium dans le sang.
16335,1037,"Rares (0,01 à 0,1 % des personnes)",bouffées de chaleur
16336,1037,"Rares (0,01 à 0,1 % des personnes)",rhume
16337,1037,"Rares (0,01 à 0,1 % des personnes)",aggravtion d'un psoriasis
16338,1037,"Rares (0,01 à 0,1 % des personnes)",augmentation des enzymes hépatiques.
16339,1037,"Très rares (moins de 0,01 % des personnes)",confusion des idées
16340,1037,"Très rares (moins de 0,01 % des personnes)",arythmie
16341,1037,"Très rares (moins de 0,01 % des personnes)",anomalie de la numération formule sanguine
16342,1037,"Très rares (moins de 0,01 % des personnes)",pancréatite
16343,1037,"Très rares (moins de 0,01 % des personnes)",hépatite.
16344,1039,,"Les effets indésirables sont liés au dorzolamide et/ou au timolol. Le plus souvent, ils sont d'intensité légère et n'entraînent pas l'arrêt du traitement."
16345,1039,Très fréquents (plus de 10 % des cas),brûlures et picotements des yeux
16346,1039,Très fréquents (plus de 10 % des cas),altération du goût.
16347,1039,Fréquents (1 à 10 % des cas),rougeur
16348,1039,Fréquents (1 à 10 % des cas),irritation
16349,1039,Fréquents (1 à 10 % des cas),démangeaisons
16350,1039,Fréquents (1 à 10 % des cas),douleur de l'œil
16351,1039,Fréquents (1 à 10 % des cas),larmoiement
16352,1039,Fréquents (1 à 10 % des cas),sécheresse oculaire
16353,1039,Fréquents (1 à 10 % des cas),sensation de corps étranger dans l'œil
16354,1039,Fréquents (1 à 10 % des cas),érosion de la cornée
16355,1039,Fréquents (1 à 10 % des cas),irritation ou inflammation des paupières
16356,1039,Fréquents (1 à 10 % des cas),vision trouble
16357,1039,Fréquents (1 à 10 % des cas),maux de tête
16358,1039,Fréquents (1 à 10 % des cas),nausées
16359,1039,Fréquents (1 à 10 % des cas),sinusite
16360,1039,Fréquents (1 à 10 % des cas),fatigue.
16361,1039,Peu fréquents (moins de 1% des cas),inflammation de l'iris
16362,1039,Peu fréquents (moins de 1% des cas),étourdissement
16363,1039,Peu fréquents (moins de 1% des cas),dépression
16364,1039,Peu fréquents (moins de 1% des cas),ralentissement excessif du cœur
16365,1039,Peu fréquents (moins de 1% des cas),malaise
16366,1039,Peu fréquents (moins de 1% des cas),douleurs d'estomac
16367,1039,Peu fréquents (moins de 1% des cas),lithiase urinaire.
16368,1039,"Rares (moins de 0,1 % des cas)",formation de croûtes sur le bord des paupières
16369,1039,"Rares (moins de 0,1 % des cas)",insomnie
16370,1039,"Rares (moins de 0,1 % des cas)",cauchemars
16371,1039,"Rares (moins de 0,1 % des cas)",fourmillements
16372,1039,"Rares (moins de 0,1 % des cas)",bourdonnements d'oreille
16373,1039,"Rares (moins de 0,1 % des cas)",saignement de nez
16374,1039,"Rares (moins de 0,1 % des cas)",diarrhées
16375,1039,"Rares (moins de 0,1 % des cas)",bouche sèche
16376,1039,"Rares (moins de 0,1 % des cas)",chute de tension
16377,1039,"Rares (moins de 0,1 % des cas)",bloc auriculoventriculaire
16378,1039,"Rares (moins de 0,1 % des cas)",insuffisance cardiaque
16379,1039,"Rares (moins de 0,1 % des cas)",bronchospasme
16380,1039,"Rares (moins de 0,1 % des cas)",hypoglycémie
16381,1039,"Rares (moins de 0,1 % des cas)",phénomène de Raynaud
16382,1039,"Rares (moins de 0,1 % des cas)",éruption cutanée
16383,1039,"Rares (moins de 0,1 % des cas)",perte de cheveux
16384,1039,"Rares (moins de 0,1 % des cas)",aggravation d'un psoriasis
16385,1039,"Rares (moins de 0,1 % des cas)",baisse de la libido
16386,1039,"Rares (moins de 0,1 % des cas)",réaction allergique.
16387,1040,Très fréquents (plus de 10 % des personnes),brûlures et picotements des yeux
16388,1040,Très fréquents (plus de 10 % des personnes),altération du goût.
16389,1040,Fréquents (1 à 10 % des personnes),rougeur
16390,1040,Fréquents (1 à 10 % des personnes),irritation
16391,1040,Fréquents (1 à 10 % des personnes),démangeaisons
16392,1040,Fréquents (1 à 10 % des personnes),douleur de l'œil
16393,1040,Fréquents (1 à 10 % des personnes),larmoiement
16394,1040,Fréquents (1 à 10 % des personnes),sécheresse oculaire
16395,1040,Fréquents (1 à 10 % des personnes),sensation de corps étranger dans l'œil
16396,1040,Fréquents (1 à 10 % des personnes),érosion de la cornée
16397,1040,Fréquents (1 à 10 % des personnes),irritation ou inflammation des paupières
16398,1040,Fréquents (1 à 10 % des personnes),vision trouble
16399,1040,Fréquents (1 à 10 % des personnes),maux de tête
16400,1040,Fréquents (1 à 10 % des personnes),nausées
16401,1040,Fréquents (1 à 10 % des personnes),sinusite
16402,1040,Fréquents (1 à 10 % des personnes),fatigue.
16403,1040,Peu fréquents (moins de 1% des personnes),inflammation de l'iris
16404,1040,Peu fréquents (moins de 1% des personnes),étourdissement
16405,1040,Peu fréquents (moins de 1% des personnes),dépression
16406,1040,Peu fréquents (moins de 1% des personnes),ralentissement excessif du cœur
16407,1040,Peu fréquents (moins de 1% des personnes),malaise
16408,1040,Peu fréquents (moins de 1% des personnes),douleurs d'estomac
16409,1040,Peu fréquents (moins de 1% des personnes),lithiase urinaire.
16410,1040,"Rares (moins de 0,1 % des personnes)",formation de croûtes sur le bord des paupières
16411,1040,"Rares (moins de 0,1 % des personnes)",insomnie
16412,1040,"Rares (moins de 0,1 % des personnes)",cauchemars
16413,1040,"Rares (moins de 0,1 % des personnes)",fourmillements
16414,1040,"Rares (moins de 0,1 % des personnes)",bourdonnements d'oreille
16415,1040,"Rares (moins de 0,1 % des personnes)",saignement de nez
16416,1040,"Rares (moins de 0,1 % des personnes)",diarrhées
16417,1040,"Rares (moins de 0,1 % des personnes)",bouche sèche
16418,1040,"Rares (moins de 0,1 % des personnes)",chute de tension
16419,1040,"Rares (moins de 0,1 % des personnes)",bloc auriculoventriculaire
16420,1040,"Rares (moins de 0,1 % des personnes)",insuffisance cardiaque
16421,1040,"Rares (moins de 0,1 % des personnes)",bronchospasme
16422,1040,"Rares (moins de 0,1 % des personnes)",hypoglycémie
16423,1040,"Rares (moins de 0,1 % des personnes)",phénomène de Raynaud
16424,1040,"Rares (moins de 0,1 % des personnes)",éruption cutanée
16425,1040,"Rares (moins de 0,1 % des personnes)",perte de cheveux
16426,1040,"Rares (moins de 0,1 % des personnes)",aggravation d'un psoriasis
16427,1040,"Rares (moins de 0,1 % des personnes)",baisse de la libido
16428,1040,"Rares (moins de 0,1 % des personnes)",réaction allergique.
16429,1042,Peu fréquents (moins de 1 % des patients),hypotension orthostatique
16430,1042,Peu fréquents (moins de 1 % des patients),toux
16431,1042,Peu fréquents (moins de 1 % des patients),déshydratation
16432,1042,Peu fréquents (moins de 1 % des patients),vision trouble
16433,1042,Peu fréquents (moins de 1 % des patients),bourdonnement d'oreilles
16434,1042,Peu fréquents (moins de 1 % des patients),fourmillement des extrémités
16435,1042,Peu fréquents (moins de 1 % des patients),douleur musculaire
16436,1042,Peu fréquents (moins de 1 % des patients),fatigue.
16437,1042,Très rares,diarrhées
16438,1042,Très rares,douleur articulaire
16439,1042,Très rares,sensation vertigineuse.
16440,1042,Fréquence indéterminée,baisse du taux de potassium ou de sodium dans le sang
16441,1042,Fréquence indéterminée,augmentation du taux d'acide urique (avec possibilité de crise de goutte)
16442,1042,Fréquence indéterminée,anomalie de la numération formule sanguine.
16443,1042,D'autres effets indésirables ont été observés chez des patients traités par valsartan seul,anémie
16444,1042,D'autres effets indésirables ont été observés chez des patients traités par valsartan seul,insuffisance rénale
16445,1042,D'autres effets indésirables ont été observés chez des patients traités par valsartan seul,augmentation du taux de potassium dans le sang
16446,1042,D'autres effets indésirables ont été observés chez des patients traités par valsartan seul,réaction allergique (œdème de Quincke)
16447,1042,D'autres effets indésirables ont été observés chez des patients traités par valsartan seul,éruption cutanée bulleuse potentiellement grave.
16448,1042,D'autres effets indésirables ont été observés chez des patients traités par hydrochlorothiazide,perte d'appétit
16449,1042,D'autres effets indésirables ont été observés chez des patients traités par hydrochlorothiazide,nausées
