id,medicament_id,nom_substance
1,1,ranibizumab
2,2,immunoglobulines humaines anti-CMV
3,3,toxine botulinique type A
4,4,mirdamétinib
5,5,sufentanil citrate
6,6,Ézétimibe
7,6,Simvastatine
8,6,ézétimibe
9,6,simvastatine
10,7,Ézétimibe
11,7,Simvastatine
12,7,ézétimibe
13,7,simvastatine
14,8,Ézétimibe
15,8,Simvastatine
16,8,ézétimibe
17,8,simvastatine
18,9,Ézétimibe
19,9,ézétimibe
20,10,Ézétimibe
21,10,Simvastatine
22,10,ézétimibe
23,10,simvastatine
24,11,Ézétimibe
25,11,Simvastatine
26,11,ézétimibe
27,11,simvastatine
28,12,Ézétimibe
29,12,Simvastatine
30,12,ézétimibe
31,12,simvastatine
32,13,Ézétimibe
33,13,Simvastatine
34,13,ézétimibe
35,13,simvastatine
36,14,Ézétimibe
37,14,Simvastatine
38,14,ézétimibe
39,14,simvastatine
40,15,Ézétimibe
41,15,Simvastatine
42,15,ézétimibe
43,15,simvastatine
44,16,Ézétimibe
45,16,Simvastatine
46,16,ézétimibe
47,16,simvastatine
48,17,Ézétimibe
49,17,Simvastatine
50,17,ézétimibe
51,17,simvastatine
52,18,Ézétimibe
53,18,Simvastatine
54,18,ézétimibe
55,18,simvastatine
56,19,Ézétimibe
57,19,Simvastatine
58,19,ézétimibe
59,19,simvastatine
60,20,Ézétimibe
61,20,Atorvastatine
62,20,ézétimibe
63,20,atorvastatine calcique trihydrate
64,21,Ézétimibe
65,21,Atorvastatine
66,21,ézétimibe
67,21,atorvastatine calcique trihydrate
68,22,Ézétimibe
69,22,Atorvastatine
70,22,ézétimibe
71,22,atorvastatine calcique trihydrate
72,23,Ézétimibe
73,23,Simvastatine
74,23,ézétimibe
75,23,simvastatine
76,24,Ézétimibe
77,24,Simvastatine
78,24,ézétimibe
79,24,simvastatine
80,25,ézétimibe
81,25,atorvastatine calcique trihydrate
82,26,Ézétimibe
83,26,Atorvastatine
84,26,ézétimibe
85,26,atorvastatine calcique trihydrate
86,27,Ézétimibe
87,27,Atorvastatine
88,27,ézétimibe
89,27,atorvastatine calcique trihydrate
90,28,Ézétimibe
91,28,Atorvastatine
92,28,ézétimibe
93,28,atorvastatine calcique trihydrate
94,29,Ézétimibe
95,29,Atorvastatine
96,29,ézétimibe
97,29,atorvastatine calcique trihydrate
98,30,Ézétimibe
99,30,ézétimibe
100,31,Ézétimibe
101,31,ézétimibe
102,32,Ézétimibe
103,32,ézétimibe
104,33,Ézétimibe
105,33,ézétimibe
106,34,Ézétimibe
107,34,ézétimibe
108,35,Ézétimibe
109,35,ézétimibe
110,36,Ézétimibe
111,36,ézétimibe
112,37,Ézétimibe
113,37,ézétimibe
114,38,Ézétimibe
115,38,ézétimibe
116,39,Ézétimibe
117,39,ézétimibe
118,40,Ézétimibe
119,40,ézétimibe
120,41,Ézétimibe
121,41,ézétimibe
122,42,Ézétimibe
123,42,ézétimibe
124,43,Ézétimibe
125,43,ézétimibe
126,44,ézétimibe
127,45,icodextrine
128,45,sodium chlorure
129,45,sodium lactate
130,45,calcium chlorure
131,45,magnésium chlorure
132,46,Bromélaïnes
133,46,bromélaïnes
134,47,aflibercept
135,48,Bétahistine mésilate
136,48,bétahistine mésilate
137,49,Aflibercept
138,49,aflibercept
139,50,Ofloxacine
140,50,ofloxacine
141,51,Interféron bêta-1 b
142,51,interféron bêta-1b recombinant
143,52,Benzathine benzylpénicilline
144,52,benzathine benzylpénicilline enrobée
145,53,Acétylcystéine
146,53,acétylcystéine
147,54,Exémestane
148,54,exémestane
149,55,Amlodipine
150,55,Valsartan
151,55,amlodipine bésilate
152,55,valsartan
153,56,amlodipine bésilate
154,56,valsartan
155,56,hydrochlorothiazide
156,57,déférasirox
157,58,Exémestane
158,58,exémestane
159,59,Exémestane
160,59,exémestane
161,60,Exémestane
162,60,exémestane
163,61,Exémestane
164,61,exémestane
165,62,Exémestane
166,62,exémestane
167,63,Exémestane
168,63,exémestane
169,64,Exémestane
170,64,exémestane
171,65,Exémestane
172,65,exémestane
173,66,Exémestane
174,66,exémestane
175,67,Exémestane
176,67,exémestane
177,68,Exémestane
178,68,exémestane
179,69,céfépime chlorhydrate monohydrate
180,69,enmétazobactam
181,70,Acide tranexamique
182,70,acide tranexamique
183,71,Cibenzoline
184,71,cibenzoline succinate
185,72,Rivastigmine
186,72,rivastigmine
187,72,rivastigmine hydrogénotartrate
188,73,tixagévimab
189,73,cilgavimab
190,74,risdiplam
191,75,roxadustat
192,76,Norelgestromine
193,76,Éthinylestradiol
194,76,norelgestromine
195,76,éthinylestradiol
196,77,clofarabine
197,78,évinacumab
198,79,Emtricitabine
199,79,Rilpivirine
200,79,Ténofovir disoproxil
201,79,emtricitabine
202,79,rilpivirine chlorhydrate
203,79,ténofovir disoproxil fumarate
204,80,protéine humaine coagulable contenant principalement du fibrinogène et de la fibronectine
205,80,thrombine humaine
206,81,Raloxifène chlorhydrate
207,81,raloxifène chlorhydrate
208,82,évérolimus
209,83,Évérolimus
210,83,évérolimus
211,84,Évérolimus
212,84,évérolimus
213,85,Évérolimus
214,85,évérolimus
215,86,Évérolimus
216,86,évérolimus
217,87,Cyprotérone acétate
218,87,Éthinylestradiol
219,87,cyprotérone acétate
220,87,éthinylestradiol
221,88,Évérolimus
222,88,évérolimus
223,89,Évérolimus
224,89,évérolimus
225,90,Évérolimus
226,90,évérolimus
227,91,Évérolimus
228,91,évérolimus
229,92,Éthinylestradiol
230,92,Lévonorgestrel
231,92,lévonorgestrel
232,92,éthinylestradiol
233,93,Romosozumab
234,93,romosozumab
235,94,Liothyronine sodique (L-T3)
236,94,Lévothyroxine sodique (L-T4)
237,94,lévothyroxine sodique
238,94,liothyronine
239,95,lévothyroxine sodique
240,96,lévothyroxine sodique
241,97,Pirétanide
242,97,pirétanide
243,98,Crotamiton
244,98,crotamiton
245,99,Pipéraquine tétraphosphate
246,99,Arténimol
247,99,pipéraquine tétraphosphate tétrahydrate
248,99,arténimol
249,100,"Pancréas de porc, poudre"
250,100,pancréas d'origine porcine poudre
251,101,"Valériane, extrait"
252,101,"Passiflore, extrait"
253,101,"Aubépine, extrait"
254,101,"Ballote, extrait"
255,101,valériane extrait sec hydroalcoolique
256,101,passiflore extrait sec hydroalcoolique
257,101,aubépine extrait sec aqueux
258,101,ballote extrait sec
259,102,Euphrasia officinalis 2 DH
260,102,Aconitum napellus 4 DH
261,102,Dulcamara 4 DH
262,102,Belladonna 4 DH
263,102,Apis mellifica 4 DH
264,102,Mercurius solubilis 8 DH
265,102,Arsenicum album 5 DH
266,102,Euphrasia officinalis [H]
267,102,aconitum napellus [H]
268,102,solanum dulcamara [H]
269,102,belladonna [H]
270,102,apis mellifica [H]
271,102,capsicum annuum [H]
272,102,mercurius solubilis [H]
273,102,arsenicum album [H]
274,103,Urapidil
275,103,urapidil chlorhydrate
276,103,urapidil
277,104,Euphrasia officinalis 3 DH.
278,104,euphrasia [H]
279,105,Terpine
280,105,"Pin, huile essentielle"
281,105,"Niaouli, huille essentielle"
282,105,"Eucalyptus, huile essentielle"
283,105,terpine
284,105,pin de Sibérie essence
285,105,niaouli essence reconstituée
286,105,eucalyptus essence
287,106,Euphorbia resinifera 4 DH
288,106,Mezereum 4 DH
289,106,Petroleum 4 DH
290,106,Arsenicum iodatum 6 DH
291,106,Rhus toxicodendron 4 DH
292,106,Berberis aquifolium 1 DH
293,106,Nitricum acidum 4 DH
294,106,Anacardium orientale 6 DH
295,106,Natrum salicylicum 4 DH
296,106,euphorbia [H]
297,106,mezereum [H]
298,106,petroleum [H]
299,106,arsenicum iodatum [H]
300,106,rhus toxicodendron [H]
301,106,berberis aquifolium [H]
302,106,acidum nitricum [H]
303,106,anacardium orientale [H]
304,106,natrum salicylicum [H]
305,107,Pantoprazole
306,107,pantoprazole sel de Na sesquihydrate
307,108,"Érysimum, extrait sec"
308,108,erysimum partie aérienne fleurie extrait sec
309,108,erysimum extrait sec aqueux
310,108,codéine
311,109,Fractions flavonoïques purifiées
312,109,fraction flavonoïque purifiée micronisée
313,110,Vildagliptine
314,110,Metformine chlorhydrate
315,110,vildagliptine
316,110,metformine chlorhydrate
317,111,Étoricoxib
318,111,étoricoxib
319,112,Éthinylestradiol
320,112,Étonogestrel
321,112,éthinylestradiol
322,112,étonogestrel
323,113,Étoricoxib
324,113,étoricoxib
325,114,étoposide
326,115,Étoricoxib
327,115,étoricoxib
328,116,Étoricoxib
329,116,étoricoxib
330,117,Étoricoxib
331,117,étoricoxib
332,118,Étoricoxib
333,118,étoricoxib
334,119,étoposide
335,120,étoposide
336,121,étoposide
337,122,étoposide phosphate
338,123,Éthinylestradiol
339,123,Étonogestrel
340,123,étonogestrel
341,123,éthinylestradiol
342,124,Naftazone
343,124,naftazone
344,125,étiléfrine chlorhydrate
345,126,étomidate
346,127,Étifoxine chlorhydrate
347,127,étifoxine chlorhydrate
348,128,Éthinylestradiol
349,128,éthinylestradiol
350,129,Éthinylestradiol
351,129,Étonogestrel
352,129,éthinylestradiol
353,129,étonogestrel
354,130,Éthinylestradiol
355,130,Drospirénone
356,130,éthinylestradiol
357,130,drospirénone
358,131,éthinylestradiol
359,131,étonogestrel
360,132,Éthinylestradiol
361,132,Drospirénone
362,132,éthinylestradiol
363,132,drospirénone
364,133,Éthinylestradiol
365,133,Drospirénone
366,133,éthinylestradiol
367,133,drospirénone
368,134,Éthinylestradiol
369,134,Drospirénone
370,134,éthinylestradiol
371,134,drospirénone
372,135,Éthinylestradiol
373,135,Drospirénone
374,135,éthinylestradiol
375,135,drospirénone
376,136,éther éthylique
377,137,Éthinylestradiol
378,137,Drospirénone
379,137,éthinylestradiol
380,137,drospirénone
381,138,Éthinylestradiol
382,138,Drospirénone
383,138,éthinylestradiol
384,138,drospirénone
385,139,éther éthylique
386,140,bamlanivimab
387,140,étésévimab
388,141,Dexaméthasone phosphate
389,141,dexaméthasone phosphate sodique
390,142,fluorure stanneux
391,142,médronate de sodium
392,143,fluoroestradiol 18F
393,144,Estradiol hémihydraté
394,144,estradiol hémihydrate
395,145,Estradiol
396,145,estradiol hémihydrate
397,146,Estradiol hémihydraté
398,146,estradiol hémihydrate
399,147,Estradiol
400,147,estradiol hémihydrate
401,148,estradiol hémihydrate
402,149,Esters éthyliques d'acides oméga-3 à 90 %
403,149,esters éthyliques d'acides oméga 3
404,150,Cinéole (eucalyptol)
405,150,Menthol
406,150,Gaïacol
407,150,cinéole
408,150,lévomenthol
409,150,gaïacol
410,151,Estramustine phosphate
411,151,estramustine phosphate disodique monohydrate
412,152,Éthinylestradiol
413,152,Drospirénone
414,152,drospirénone
415,152,éthinylestradiol
416,153,Progestérone
417,153,progestérone
418,154,Disulfirame
419,154,disulfirame
420,155,Ésoméprazole
421,155,ésoméprazole magnésium dihydrate
422,156,Ésoméprazole
423,156,oméprazole sodique
424,156,ésoméprazole magnésium dihydrate
425,157,Ésoméprazole
426,157,ésoméprazole magnésium dihydrate
427,158,Ésoméprazole
428,158,ésoméprazole magnésium dihydrate
429,159,ésoméprazole sodique
430,160,ésoméprazole sodique
431,161,ésoméprazole sodique
432,162,Ésoméprazole
433,162,ésoméprazole sodique
434,163,Ésoméprazole
435,163,ésoméprazole magnésium dihydrate
436,164,ésoméprazole sodique
437,165,Ésoméprazole
438,165,ésoméprazole magnésium dihydrate
439,166,Ésoméprazole
440,166,ésoméprazole magnésium dihydrate
441,167,Ésoméprazole
442,167,ésoméprazole magnésium dihydrate
443,168,Ésoméprazole
444,168,ésoméprazole magnésium dihydrate
445,169,Ésoméprazole
446,169,ésoméprazole magnésium dihydrate
447,170,Ésoméprazole
448,170,ésoméprazole magnésium
449,171,Ésoméprazole
450,171,ésoméprazole magnésium dihydrate
451,172,Ésoméprazole
452,172,ésoméprazole magnésium dihydrate
453,173,Ésoméprazole
454,173,ésoméprazole magnésium dihydrate
455,174,Ésoméprazole
456,174,ésoméprazole magnésium dihydrate
457,175,Ésoméprazole
458,175,ésoméprazole sodique
459,176,Ésoméprazole
460,176,ésoméprazole sodique
461,177,Ésoméprazole
462,177,ésoméprazole magnésium dihydrate
463,178,esmolol chlorhydrate
464,179,Ésoméprazole
465,179,ésoméprazole sodique
466,180,Ésoméprazole
467,180,ésoméprazole magnésium dihydrate
468,181,rocuronium bromure
469,182,Eslicarbazépine
470,182,eslicarbazépine acétate
471,183,eskétamine chlorhydrate
472,184,albendazole
473,185,eskétamine chlorhydrate
474,186,Hydrochlorothiazide
475,186,hydrochlorothiazide
476,187,Escitalopram
477,187,escitalopram oxalate
478,188,Escitalopram
479,188,escitalopram oxalate
480,189,Escitalopram
481,189,escitalopram oxalate
482,190,Escitalopram
483,190,escitalopram oxalate
484,191,escitalopram oxalate
485,192,Escitalopram
486,192,escitalopram oxalate
487,193,Escitalopram
488,193,escitalopram oxalate
489,194,Escitalopram
490,194,escitalopram oxalate
491,195,Escitalopram
492,195,escitalopram oxalate
493,196,Escitalopram
494,196,escitalopram oxalate
495,197,Escitalopram
496,197,escitalopram oxalate
497,198,Escitalopram
498,198,escitalopram oxalate
499,199,Escitalopram
500,199,escitalopram oxalate
501,200,"Eschscholtzia, teinture mère"
502,200,eschscholtzia californica teinture mère [H]
503,201,Escitalopram
504,201,escitalopram oxalate
505,202,Rutoside
506,202,"Mélilot, extrait"
507,202,rutoside
508,202,mélilot extrait sec aqueux
509,202,coumarine
510,203,Érythromycine
511,203,érythromycine
512,204,Érythromycine
513,204,érythromycine
514,205,érythromycine lactobionate
515,206,pirfénidone
516,207,Dexpanthénol (vitamine B5)
517,207,dexpanthénol
518,208,Diénogest
519,208,diénogest
520,209,Érythromycine
521,209,érythromycine
522,210,érythromycine lactobionate
523,211,Trétinoïne
524,211,Érythromycine
525,211,érythromycine
526,211,trétinoïne
527,212,ertapénem
528,213,ertapénem sodique
529,214,crisantaspase
530,215,Érythromycine
531,215,érythromycine propionate
532,215,érythromycine éthylsuccinate
533,216,ertapénem sodique
534,217,ertapénem sodique
535,218,Erlotinib
536,218,erlotinib chlorhydrate
537,219,Erlotinib
538,219,erlotinib chlorhydrate
539,220,Erlotinib
540,220,erlotinib chlorhydrate
541,221,Erlotinib
542,221,erlotinib chlorhydrate
543,222,Erlotinib
544,222,erlotinib chlorhydrate
545,223,Erlotinib
546,223,erlotinib chlorhydrate
547,224,éribuline mésilate
548,225,éribuline mésilate
549,226,Apalutamide
550,226,apalutamide
551,227,vismodégib
552,228,Erlotinib
553,228,erlotinib chlorhydrate
554,229,éribuline mésilate
555,230,éribuline mésilate
556,231,cétuximab
557,233,Étanercept
558,233,étanercept
559,234,facteur von Willebrand humain
560,234,facteur VIII humain
561,235,Docosanol
562,235,docosanol
563,236,éculizumab
564,237,eptifibatide
565,238,Calcium carbonate
566,238,Colécalciférol (vitamine D3)
567,238,calcium carbonate
568,238,colécalciférol
569,239,Époétine thêta
570,239,époétine thêta
571,240,Époétine alfa
572,240,époétine alfa
573,241,Éplérénone
574,241,éplérénone
575,242,Éplérénone
576,242,éplérénone
577,243,éplérénone
578,244,Éplérénone
579,244,éplérénone
580,245,Éplérénone
581,245,éplérénone
582,246,Éplérénone
583,246,éplérénone
584,247,Éplérénone
585,247,éplérénone
586,248,Éplérénone
587,248,éplérénone
588,249,éplérénone
589,250,Éplérénone
590,250,éplérénone
591,251,Éplérénone
592,251,éplérénone
593,252,Éplérénone
594,252,éplérénone
595,253,Éplérénone
596,253,éplérénone
597,254,épirubicine chlorhydrate
598,255,Difluprednate
599,255,difluprednate
600,256,épirubicine chlorhydrate
601,257,Topiramate
602,257,topiramate
603,258,Lamivudine
604,258,lamivudine
605,259,épirubicine chlorhydrate
606,260,épirubicine chlorhydrate
607,261,épirubicine chlorhydrate
608,262,épirubicine chlorhydrate
609,263,Épinéphrine (ou adrénaline)
610,263,adrénaline
611,264,cannabidiol
612,265,Trinitrine
613,265,trinitrine
614,266,Adapalène
615,266,Peroxyde de benzoyle
616,266,adapalène
617,266,peroxyde de benzoyle
618,267,éphédrine chlorhydrate
619,268,éphédrine chlorhydrate
620,269,épcoritamab
621,270,éphédrine chlorhydrate
622,271,éphédrine chlorhydrate
623,272,phénytoïne
624,273,Éosine disodique
625,273,éosine disodique
626,274,Éosine disodique
627,274,éosine disodique
628,275,Sofosbuvir
629,275,Velpatasvir
630,275,sofosbuvir
631,275,velpatasvir
632,277,Valsartan
633,277,sacubitril
634,277,valsartan
635,278,Védolizumab
636,278,védolizumab
637,279,tacrolimus monohydrate
638,280,protoxyde d'azote
639,280,oxygène
640,281,Budésonide micronisé
641,281,budésonide
642,282,Entécavir
643,282,entécavir monohydrate
644,283,Entécavir
645,283,entécavir monohydrate
646,284,Entécavir
647,284,entécavir monohydrate
648,285,entécavir monohydrate
649,286,Entécavir
650,286,entécavir monohydrate
651,287,Entécavir
652,287,entécavir monohydrate
653,288,Entécavir
654,288,entécavir monohydrate
655,289,Entécavir
656,289,entécavir monohydrate
657,290,Entécavir
658,290,entécavir monohydrate
659,291,entécavir monohydrate
660,292,Entécavir
661,292,entécavir monohydrate
662,293,Entécavir
663,293,entécavir monohydrate
664,294,Entécavir
665,294,entécavir monohydrate
666,295,Diclofénac de diéthylamine
667,295,diclofénac diéthylamine
668,296,Entacapone
669,296,entacapone
670,297,Entacapone
671,297,entacapone
672,298,Calcipotriol
673,298,Bétaméthasone
674,298,calcipotriol monohydrate
675,298,bétaméthasone dipropionate
676,299,satralizumab
677,300,crisantaspase
678,301,énoxaparine sodique
679,302,énoxaparine sodique
680,303,énoxaparine sodique
681,304,énoxaparine sodique
682,305,Énoxaparine sodique
683,305,énoxaparine sodique
684,306,Énoxaparine sodique
685,306,énoxaparine sodique
686,307,Énoxaparine sodique
687,307,énoxaparine sodique
688,308,Énoxaparine sodique
689,308,énoxaparine sodique
690,309,sutimlimab
691,310,Énoxaparine sodique
692,310,énoxaparine sodique
693,311,trastuzumab déruxtécan
694,312,Indacatérol acétate
695,312,Glycopyrronium bromure
696,312,Mométasone furoate
697,312,indacatérol acétate
698,312,glycopyrronium bromure
699,312,mométasone furoate
700,313,Antigène de l'hépatite B
701,313,antigène de surface du virus de l'hépatite B
702,314,Cyclophosphamide
703,314,cyclophosphamide monohydrate
704,315,Diénogest
705,315,diénogest
706,316,Calendula TM
707,316,Helonias dioica 3 DH
708,316,Hydrastis canadensis 3 DH
709,316,calendula [H]
710,316,helonias dioica [H]
711,316,hydrastis canadensis [H]
712,318,"Pépins de raisin, extrait purifié standardisé en oligomères procyanidoliques"
713,318,raisin pépin extrait purifié
714,319,lutécium-177 chlorure
715,320,Clindamycine
716,320,Peroxyde de benzoyle
717,320,clindamycine phosphate
718,320,peroxyde de benzoyle hydrate
719,321,Virus de l'encéphalite à tiques (souche K23)
720,321,virus de l'encéphalite à tiques inactivé souche K23
721,322,Énalapril maléate
722,322,Lercanidipine chlorhydrate
723,322,énalapril maléate
724,322,lercanidipine chlorhydrate
725,323,Leuproréline
726,323,leuproréline acétate
727,324,Étanercept
728,324,étanercept
729,325,Énalapril maléate
730,325,Lercanidipine chlorhydrate
731,325,énalapril maléate
732,325,lercanidipine chlorhydrate
733,326,Énalapril maléate
734,326,Lercanidipine chlorhydrate
735,326,énalapril maléate
736,326,lercanidipine chlorhydrate
737,327,Énalapril maléate
738,327,Lercanidipine chlorhydrate
739,327,énalapril maléate
740,327,lercanidipine chlorhydrate
741,328,Énalapril maléate
742,328,Lercanidipine chlorhydrate
743,328,énalapril maléate
744,328,lercanidipine chlorhydrate
745,329,Énalapril maléate
746,329,Lercanidipine chlorhydrate
747,329,énalapril maléate
748,329,lercanidipine chlorhydrate
749,330,Énalapril maléate
750,330,Lercanidipine chlorhydrate
751,330,énalapril maléate
752,330,lercanidipine chlorhydrate
753,331,Énalapril maléate
754,331,Lercanidipine chlorhydrate
755,331,énalapril maléate
756,331,lercanidipine chlorhydrate
757,332,Énalapril maléate
758,332,Lercanidipine chlorhydrate
759,332,énalapril maléate
760,332,lercanidipine chlorhydrate
761,333,Énalapril maléate
762,333,Hydrochlorothiazide
763,333,énalapril maléate
764,333,hydrochlorothiazide
765,334,Énalapril maléate
766,334,Hydrochlorothiazide
767,334,énalapril maléate
768,334,hydrochlorothiazide
769,335,Énalapril maléate
770,335,Hydrochlorothiazide
771,335,énalapril maléate
772,335,hydrochlorothiazide
773,336,Énalapril maléate
774,336,Hydrochlorothiazide
775,336,énalapril maléate
776,336,hydrochlorothiazide
777,337,énalapril maléate
778,337,hydrochlorothiazide
779,338,Énalapril maléate
780,338,Hydrochlorothiazide
781,338,énalapril maléate
782,338,hydrochlorothiazide
783,339,Énalapril maléate
784,339,Hydrochlorothiazide
785,339,énalapril maléate
786,339,hydrochlorothiazide
787,340,Énalapril maléate
788,340,Hydrochlorothiazide
789,340,énalapril maléate
790,340,hydrochlorothiazide
791,341,Énalapril maléate
792,341,énalapril maléate
793,342,Énalapril maléate
794,342,énalapril maléate
795,343,Énalapril maléate
796,343,énalapril maléate
797,344,Énalapril maléate
798,344,énalapril maléate
799,345,Énalapril maléate
800,345,énalapril maléate
801,346,Énalapril maléate
802,346,énalapril maléate
803,347,Énalapril maléate
804,347,énalapril maléate
805,348,Énalapril maléate
806,348,énalapril maléate
807,349,énalapril maléate
808,350,riluzole
809,351,Emtricitabine
810,351,Ténofovir disoproxil
811,351,emtricitabine
812,351,ténofovir disoproxil fumarate
813,352,Emtricitabine
814,352,Ténofovir disoproxil
815,352,emtricitabine
816,352,ténofovir disoproxil fumarate
817,353,Emtricitabine
818,353,Ténofovir disoproxil
819,353,emtricitabine
820,353,ténofovir disoproxil phosphate
821,354,Emtricitabine
822,354,emtricitabine
823,355,emtricitabine
824,355,ténofovir disoproxil phosphate
825,356,Emtricitabine
826,356,Ténofovir disoproxil
827,356,emtricitabine
828,356,ténofovir disoproxil
829,357,Emtricitabine
830,357,Ténofovir disoproxil
831,357,emtricitabine
832,357,ténofovir disoproxil maléate
833,358,emtricitabine
834,358,ténofovir disoproxil succinate
835,359,Emtricitabine
836,359,Ténofovir disoproxil
837,359,emtricitabine
838,359,ténofovir disoproxil succinate
839,360,Emtricitabine
840,360,Ténofovir disoproxil
841,360,emtricitabine
842,360,ténofovir disoproxil succinate
843,361,Emtricitabine
844,361,Ténofovir disoproxil
845,361,emtricitabine
846,361,ténofovir disoproxil succinate
847,362,Emtricitabine
848,362,Ténofovir disoproxil
849,362,emtricitabine
850,362,ténofovir disoproxil fumarate
851,363,Emtricitabine
852,363,Ténofovir disoproxil
853,363,emtricitabine
854,363,ténofovir disoproxil fumarate
855,364,sélégiline
856,365,Lidocaïne
857,365,Prilocaïne
858,365,lidocaïne
859,365,prilocaïne
860,366,Lidocaïne
861,366,Prilocaïne
862,366,lidocaïne
863,366,prilocaïne
864,367,Galcanézumab
865,367,galcanézumab
866,368,Aprépitant
867,368,aprépitant
868,369,Épinéphrine (ou adrénaline)
869,369,adrénaline tartrate
870,370,aztréonam
871,370,avibactam sodique
872,371,tiratricol
873,372,lévofolinate de calcium
874,374,"Vigne rouge, extrait sec"
875,374,vigne rouge extrait sec
876,375,"Valériane, extrait sec de racines"
877,375,valériane racine extrait sec
878,376,"Reine des prés, extrait de sommité fleurie"
879,376,reine des prés sommité fleurie extrait sec
880,377,"Passiflore, extrait sec"
881,377,passiflore partie aérienne extrait sec
882,378,"Ortie, extrait de partie aérienne"
883,378,ortie dioïque partie aérienne extrait sec aqueux
884,379,"Millepertuis, extrait sec de sommité fleurie"
885,379,millepertuis extrait sec de sommité fleurie
886,380,"Marronnier d'Inde, extrait d'écorce"
887,380,marronnier d'Inde écorce extrait sec aqueux
888,381,"Harpagophytum, extrait sec de racine"
889,381,harpagophyton extrait sec
890,382,"Fumeterre, extrait de partie aérienne fleurie"
891,382,fumeterre partie aérienne fleurie extrait sec
892,383,"Petit houx, extrait sec"
893,383,fragon rhizome extrait sec
894,384,"Eschscholtzia, extrait de parties aériennes"
895,384,eschscholtzia partie aérienne fleurie extrait sec aqueux
896,385,"Busserole, extrait de feuille"
897,385,busserole feuille extrait sec aqueux
898,386,"Grande bardane, extrait sec"
899,386,grande bardane extrait sec hydroalcoolique
900,387,Chlorhexidine digluconate solution
901,387,Chlorobutanol hémihydrate
902,387,chlorhexidine gluconate
903,387,chlorobutanol hémihydrate
904,388,Chlorhexidine digluconate
905,388,chlorhexidine gluconate solution
906,389,"Aubépine, extrait de sommité fleurie"
907,389,aubépine sommité fleurie extrait sec
908,390,Chlorhexidine digluconate solution
909,390,Chlorobutanol hémihydrate
910,390,chlorhexidine gluconate
911,390,tétracaïne chlorhydrate
912,390,chlorobutanol hémihydrate
913,391,gadopiclénol
914,392,eltrombopag olamine
915,393,eltrombopag olamine
916,394,eltrombopag olamine
917,395,eltrombopag olamine
918,396,eltrombopag olamine
919,397,eltrombopag olamine
920,398,eltrombopag olamine
921,399,Mitoxantrone
922,399,mitoxantrone chlorhydrate
923,400,elranatamab
924,401,elranatamab
925,402,lévamisole
926,403,pentosane polysulfate sodique
927,404,efmoroctocog alfa
928,405,Corifollitropine alfa
929,405,corifollitropine alfa
930,406,Ulipristal acétate
931,406,ulipristal acétate
932,408,Leuproréline acétate
933,408,leuproréline acétate
934,409,Apixaban
935,409,apixaban
936,410,Élétriptan
937,410,élétriptan bromhydrate
938,411,Élétriptan
939,411,élétriptan bromhydrate
940,412,Élétriptan
941,412,élétriptan bromhydrate
942,413,élétriptan bromhydrate
943,414,Élétriptan
944,414,élétriptan bromhydrate monohydrate
945,415,vindésine sulfate
946,416,Élétriptan
947,416,élétriptan bromhydrate
948,417,Élétriptan
949,417,élétriptan bromhydrate
950,418,Fluticasone furoate
951,418,Uméclidinium bromure
952,418,Vilantérol
953,418,fluticasone furoate
954,418,uméclidinium bromure
955,418,vilantérol trifénatate
956,419,Élétriptan
957,419,élétriptan bromhydrate
958,420,Amitriptyline chlorhydrate
959,420,amitriptyline chlorhydrate
960,421,idursulfase
961,422,mirvétuximab soravtansine
962,424,Triclabendazole
963,424,triclabendazole
964,425,Prasugrel
965,425,prasugrel chlorhydrate
966,426,Fluoro-uracil
967,426,fluorouracil
968,427,Étiléfrine chlorhydrate
969,427,étiléfrine chlorhydrate
970,428,Zinc gluconate
971,428,zinc gluconate
972,429,2 souches de virus grippaux inactivés de type A (H1N1 et H3N2) et 1 souche de virus grippaux inactivés de type B
973,429,virus grippal inactivé fragmenté trivalent
974,429,"virus grippal inactivé, fragmenté"
975,430,Hydrocortisone acéponate
976,430,hydrocortisone acéponate
977,431,Venlafaxine
978,431,venlafaxine chlorhydrate
979,432,Paracétamol
980,432,paracétamol
981,433,Paracétamol
982,433,Acide ascorbique (vitamine C)
983,433,paracétamol
984,433,acide ascorbique
985,434,fludésoxyglucose 18F
986,435,Trétinoïne
987,435,trétinoïne
988,436,Fentanyl
989,436,fentanyl citrate
990,437,Paracétamol
991,437,paracétamol
992,438,Éfavirenz
993,438,Emtricitabine
994,438,Ténofovir disoproxil
995,438,efavirenz
996,438,emtricitabine
997,438,ténofovir disoproxil phosphate
998,439,Éfavirenz
999,439,Emtricitabine
1000,439,Ténofovir disoproxil
1001,439,efavirenz
1002,439,emtricitabine
1003,439,ténofovir disoproxil phosphate
1004,440,Éfavirenz
1005,440,Emtricitabine
1006,440,Ténofovir disoproxil
1007,440,efavirenz
1008,440,emtricitabine
1009,440,ténofovir disoproxil succinate
1010,441,Éfavirenz
1011,441,Emtricitabine
1012,441,Ténofovir disoproxil
1013,441,efavirenz
1014,441,emtricitabine
1015,441,ténofovir disoproxil maléate
1016,442,Éfavirenz
1017,442,Emtricitabine
1018,442,Ténofovir disoproxil
1019,442,efavirenz
1020,442,emtricitabine
1021,442,ténofovir disoproxil succinate
1022,443,Éfavirenz
1023,443,Emtricitabine
