id,medicament_id,description
3890,1702,"excès de calcium dans le sang ou dans les urines,"
3891,1702,"calculs des voies urinaires contenant du calcium,"
3892,1702,"immobilisation prolongée (attendre la reprise de la marche pour débuter le traitement),"
3893,1702,phénylcétonurie (présence d'aspartam).
3894,1703,"excès de calcium dans le sang ou dans les urines,"
3895,1703,"lithiase calcique,"
3896,1703,phénylcétonurie (présence d'aspartam).
3897,1705,"allergie à la calcitonine de saumon, celle-ci ayant servi de modèle à cette calcitonine de synthèse ;"
3898,1705,hypocalcémie.
3899,1706,"allergie à la calcitonine de saumon, celle-ci ayant servi de modèle à cette calcitonine de synthèse ;"
3900,1706,hypocalcémie ;
3901,1706,enfant et adolescent de moins de 18 ans.
3902,1707,"excès de calcium dans le sang ou dans les urines,"
3903,1707,"lithiase calcique,"
3904,1707,immobilisation prolongée (attendre la reprise de la marche pour débuter le traitement).
3905,1708,"excès de calcium dans le sang ou dans les urines,"
3906,1708,"lithiase calcique,"
3907,1708,"immobilisation prolongée (attendre la reprise de la marche pour débuter le traitement),"
3908,1708,phénylcétonurie (présence d'aspartam).
3909,1709,"excès de calcium dans le sang ou dans les urines, avec ou sans lithiase ;"
3910,1709,immobilisation prolongée (attendre la reprise de la marche pour débuter le traitement) ;
3911,1709,enfant de moins de 15 ans (comprimé à 1000 mg/800 UI) ;
3912,1709,phénylcétonurie (présence d'aspartam).
3913,1710,excès de calcium dans le sang ;
3914,1710,infection et parasitose non traitées de la peau ;
3915,1710,"lésion ulcérée, plaie, acné et rosacée."
3916,1711,"excès de calcium dans le sang ou dans les urines,"
3917,1711,"lithiase calcique,"
3918,1711,"immobilisation prolongée (attendre la reprise de la marche pour débuter le traitement),"
3919,1711,phénylcétonurie (présence d'aspartam).
3920,1712,"baisse des plaquettes sanguines lors d'une précédente utilisation de ce médicament ou d'un autre médicament de la famille des héparines,"
3921,1712,hémophilie et maladies apparentées.
3922,1712,"Ce médicament ne doit pas être utilisé à forte dose en cas de risque de saignement d'un organe (ulcère de l'estomac ou du duodénum), ou d'hémorragie cérébrale."
3923,1715,"allergie l'arachide ou au soja (présence de protéines de soja),"
3924,1715,"excès de calcium dans le sang ou dans les urines,"
3925,1715,"calculs des voies urinaires contenant du calcium,"
3926,1715,"immobilisation prolongée (attendre la reprise de la marche pour débuter le traitement),"
3927,1715,phénylcétonurie (présence d'aspartam).
3928,1716,"excès de calcium dans le sang ou dans les urines,"
3929,1716,"lithiase calcique,"
3930,1716,immobilisation prolongée (attendre la reprise de la marche pour débuter le traitement).
3931,1717,"excès de calcium dans le sang et dans les urines,"
3932,1717,antécédent de calculs rénaux contenant du calcium.
3933,1718,"excès de calcium dans le sang et dans les urines,"
3934,1718,antécédent de calculs rénaux contenant du calcium.
3935,1719,"excès de calcium dans le sang ou dans les urines,"
3936,1719,"lithiase calcique,"
3937,1719,immobilisation prolongée (attendre la reprise de la marche pour débuter le traitement).
3938,1720,acné ;
3939,1720,"excès de calcium dans le sang et les urines, avec ou sans lithiase ;"
3940,1720,personne âgée dénutrie ou déshydratée ;
3941,1720,enfant de moins de 30 mois.
3942,1721,"excès de calcium dans le sang ou dans les urines,"
3943,1721,"calculs des voies urinaires contenant du calcium,"
3944,1721,"immobilisation prolongée (attendre la reprise de la marche pour débuter le traitement),"
3945,1721,insuffisance rénale grave (sachet à 500 mg/800 UI).
3946,1722,Ce médicament ne doit pas être utilisé dans les cas suivants
3947,1722,"excès de calcium dans le sang ou les urines, avec ou sans lithiase ;"
3948,1722,immobilisation prolongée.
3949,1725,"allergie au soja ou à l'arachide,"
3950,1725,"excès de calcium dans le sang ou dans les urines,"
3951,1725,"calculs des voies urinaires contenant du calcium,"
3952,1725,"insuffisance rénale grave,"
3953,1725,phénylcétonurie (présence d'aspartam).
3954,1727,transaminases élevées ;
3955,1727,"en association avec les médicaments contenant du kétoconazole, de l'itraconazole ou de la télithromycine ;"
3956,1727,grossesse ;
3957,1727,allaitement.
3958,1730,"excès de calcium dans le sang ou dans les urines,"
3959,1730,"lithiase calcique,"
3960,1730,immobilisation prolongée (attendre la reprise de la marche pour débuter le traitement).
3961,1731,"infection ou parasitose non traitées de la peau (ce médicament n'a pas d'effet anti-infectieux),"
3962,1731,"lésion ulcérée,"
3963,1731,"en application sur les yeux ou les paupières (risque de glaucome ou de cataracte),"
3964,1731,enfant de moins de 2 ans.
3965,1732,"excès de calcium dans le sang ou dans les urines,"
3966,1732,"calculs des voies urinaires contenant du calcium,"
3967,1732,"immobilisation prolongée (attendre la reprise de la marche pour débuter le traitement),"
3968,1732,"insuffisance rénale grave (comprimé à 500 mg/1000 UI),"
3969,1732,phénylcétonurie (comprimés : présence d'aspartam).
3970,1733,"insuffisance hépatique grave,"
3971,1733,"insuffisance respiratoire grave,"
3972,1733,"pendant un état d'ivresse aiguë ou un delirium tremens,"
3973,1733,"en association avec la méthadone, la morphine et les substances apparentées,"
3974,1733,enfant de moins de 15 ans.
3975,1734,"insuffisance hépatique ou insuffisance respiratoire grave,"
3976,1734,"pendant un état d'ivresse aiguë ou un delirium tremens,"
3977,1734,"enfant de moins de 15 ans,"
3978,1734,"en association avec la méthadone, à la morphine ou aux antalgiques apparentés à la morphine."
3979,1735,"insuffisance hépatique ou insuffisance respiratoire grave,"
3980,1735,"pendant un état d'ivresse aiguë ou un delirium tremens,"
3981,1735,"enfant de moins de 15 ans,"
3982,1735,"en association avec la méthadone, à la morphine ou aux antalgiques apparentés à la morphine."
3983,1736,"insuffisance hépatique ou insuffisance respiratoire grave,"
3984,1736,"pendant un état d'ivresse aiguë ou un delirium tremens,"
3985,1736,"enfant de moins de 15 ans,"
3986,1736,"en association avec la méthadone, à la morphine ou aux antalgiques apparentés à la morphine."
3987,1737,"insuffisance hépatique grave,"
3988,1737,"insuffisance respiratoire grave,"
3989,1737,"pendant un état d'ivresse aiguë ou un delirium tremens,"
3990,1737,"en association avec les antagonistes opiacés (naltrexone, nalméfène) utilisés pour le sevrage à l'alcool ou aux opioïdes."
3991,1738,"insuffisance hépatique grave,"
3992,1738,"insuffisance respiratoire grave,"
3993,1738,"pendant un état d'ivresse aiguë ou un delirium tremens,"
3994,1738,"en association avec la méthadone, la morphine et les substances apparentées,"
3995,1738,enfant de moins de 15 ans.
3996,1740,"insuffisance hépatique grave,"
3997,1740,"insuffisance respiratoire grave,"
3998,1740,"pendant un état d'ivresse aiguë ou un delirium tremens,"
3999,1740,"en association avec la méthadone, la morphine et les substances apparentées,"
4000,1740,enfant de moins de 15 ans.
4001,1741,"insuffisance hépatique grave,"
4002,1741,"insuffisance respiratoire grave,"
4003,1741,"pendant un état d'ivresse aiguë ou un delirium tremens,"
4004,1741,"en association avec la méthadone, la morphine et les substances apparentées,"
4005,1741,enfant de moins de 15 ans.
4006,1757,"insuffisance respiratoire grave,"
4007,1757,"insuffisance hépatique grave,"
4008,1757,"syndrome d'apnée du sommeil,"
4009,1757,myasthénie grave.
4010,1760,"infection virale,"
4011,1760,enfant de moins de 6 ans.
4012,1761,"allergie au phénol, à la lanoline ou au baume du Pérou ;"
4013,1761,lésion infectée.
4014,1762,"antécédent d'allergie ou d'asthme provoqué par la prise d'AINS, y compris l'aspirine ;"
4015,1762,ulcère de l'estomac ou du duodénum ;
4016,1762,insuffisance hépatique grave ;
4017,1762,insuffisance rénale grave ;
4018,1762,insuffisance cardiaque grave ;
4019,1762,lupus érythémateux disséminé ;
4020,1762,enfant de moins de 15 ans ;
4021,1762,grossesse (à partir du 6e mois).
4022,1763,Ce médicament ne doit pas être utilisé en cas d'allergie aux plantes de la famille des Lamiacées.
4023,1765,Ce médicament ne doit pas être utilisé en cas d'allergie aux plantes de la famille des Lamiacées.
4024,1766,Ce médicament ne doit pas être utilisé en cas de maladie du muscle cardiaque ou de rythme cardiaque rapide et irrégulier.
4025,1767,"peau lésée,"
4026,1767,"enfant ayant des antécédents de convulsions,"
4027,1767,enfant de moins de 30 mois.
4028,1768,"ulcère de l'estomac ou du duodénum,"
4029,1768,"enfant de moins de 15 ans (solution buvable à 5 %),"
4030,1768,enfant de moins de 2 ans (sirop à 2 %).
4031,1769,Ce médicament ne doit pas être utilisé chez l'enfant.
4032,1771,"asthme,"
4033,1771,"insuffisance respiratoire,"
4034,1771,"risque de glaucome à angle fermé,"
4035,1771,"risque de blocage des urines (adénome de la prostate...),"
4036,1771,"enfant de moins de 15 ans (sirop Adulte),"
4037,1771,"enfant de moins de 3 ans (sirop Enfant),"
4038,1771,allaitement.
4039,1772,"enfant de moins de 2 ans (solution buvable Enfant) ,"
4040,1772,enfant de moins de 15 ans (solution buvable Adulte).
4041,1773,"insuffisance hépatique grave,"
4042,1773,"insuffisance respiratoire grave,"
4043,1773,"syndrome d'apnée du sommeil,"
4044,1773,myasthénie.
4045,1774,"insuffisance hépatique grave,"
4046,1774,"insuffisance respiratoire grave,"
4047,1774,"syndrome d'apnée du sommeil,"
4048,1774,myasthénie.
4049,1775,"insuffisance hépatique grave,"
4050,1775,"insuffisance respiratoire grave,"
4051,1775,"syndrome d'apnée du sommeil,"
4052,1775,myasthénie.
4053,1776,"insuffisance hépatique grave,"
4054,1776,"insuffisance respiratoire grave,"
4055,1776,"syndrome d'apnée du sommeil,"
4056,1776,myasthénie.
4057,1777,"insuffisance hépatique grave,"
4058,1777,"insuffisance respiratoire grave,"
4059,1777,"syndrome d'apnée du sommeil,"
4060,1777,myasthénie.
4061,1778,"insuffisance hépatique grave,"
4062,1778,"insuffisance respiratoire grave,"
4063,1778,"syndrome d'apnée du sommeil,"
4064,1778,myasthénie.
4065,1780,"insuffisance hépatique grave,"
4066,1780,"insuffisance respiratoire grave,"
4067,1780,"syndrome d'apnée du sommeil,"
4068,1780,myasthénie.
4069,1781,"insuffisance hépatique grave,"
4070,1781,"insuffisance respiratoire grave,"
4071,1781,"syndrome d'apnée du sommeil,"
4072,1781,myasthénie.
4073,1783,"allergie aux sulfamides (auxquels le brinzolamide est apparenté) ou aux ammoniums quaternaires (présence de benzalkonium),"
4074,1783,"asthme et bronchite chronique grave,"
4075,1783,"rhinite allergique grave,"
4076,1783,"rythme cardiaque inférieur à 50 battements par minute, bloc auriculoventriculaire grave,"
4077,1783,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
4078,1783,"acidose hyperchlorémique (maladie se traduisant par une acidité excessive du sang),"
4079,1783,insuffisance rénale grave.
4080,1784,"allergie aux sulfamides (auxquels le brinzolamide est apparenté) ou aux ammoniums quaternaires (présence de benzalkonium),"
4081,1784,"asthme et bronchite chronique grave,"
4082,1784,"rhinite allergique grave,"
4083,1784,"rythme cardiaque inférieur à 50 battements par minute, bloc auriculoventriculaire grave,"
4084,1784,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
4085,1784,"acidose hyperchlorémique (maladie se traduisant par une acidité excessive du sang),"
4086,1784,insuffisance rénale grave.
4087,1785,"allergie aux sulfamides (auxquels le brinzolamide est apparenté) ou aux ammoniums quaternaires (présence de benzalkonium),"
4088,1785,"asthme et bronchite chronique grave,"
4089,1785,"rhinite allergique grave,"
4090,1785,"rythme cardiaque inférieur à 50 battements par minute, bloc auriculoventriculaire grave,"
4091,1785,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
4092,1785,"acidose hyperchlorémique (maladie se traduisant par une acidité excessive du sang),"
4093,1785,insuffisance rénale grave.
4094,1786,"allergie aux médicaments de la famille des sulfamides (auxquels le brinzolamide est apparenté) ou d'allergie aux ammoniums quaternaires (présence de benzalkonium),"
4095,1786,"insuffisance rénale grave,"
4096,1786,"excès d'acidité dans le sang (acidose hyperchlorémique),"
4097,1786,"nourrisson de moins de 2 ans,"
4098,1786,"en association avec les IMAO et certains antidépresseurs (antidépresseur imipraminique, miansérine)."
4099,1787,"allergie aux médicaments de la famille des sulfamides (auxquels ce médicament est apparenté) ou aux ammoniums quaternaires (présence de benzalkonium),"
4100,1787,"insuffisance rénale grave,"
4101,1787,acidité excessive du sang (acidose hyperchlorémique).
4102,1788,"allergie aux médicaments de la famille des sulfamides (auxquels ce médicament est apparenté) ou aux ammoniums quaternaires (présence de benzalkonium),"
4103,1788,"insuffisance rénale grave,"
4104,1788,acidité excessive du sang (acidose hyperchlorémique).
4105,1789,"allergie aux médicaments de la famille des sulfamides (auxquels ce médicament est apparenté) ou aux ammoniums quaternaires (présence de benzalkonium),"
4106,1789,"insuffisance rénale grave,"
4107,1789,acidité excessive du sang (acidose hyperchlorémique).
4108,1790,"allergie aux médicaments de la famille des sulfamides (auxquels ce médicament est apparenté) ou aux ammoniums quaternaires (présence de benzalkonium),"
4109,1790,"insuffisance rénale grave,"
4110,1790,acidité excessive du sang (acidose hyperchlorémique).
4111,1791,"allergie aux médicaments de la famille des sulfamides (auxquels ce médicament est apparenté) ou aux ammoniums quaternaires (présence de benzalkonium),"
4112,1791,"insuffisance rénale grave,"
4113,1791,acidité excessive du sang (acidose hyperchlorémique).
4114,1792,"allergie aux médicaments de la famille des sulfamides (auxquels ce médicament est apparenté) ou aux ammoniums quaternaires (présence de benzalkonium),"
4115,1792,"insuffisance rénale grave,"
4116,1792,acidité excessive du sang (acidose hyperchlorémique).
4117,1795,"asthme et bronchite chronique,"
4118,1795,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
4119,1795,"bloc auriculoventriculaire grave,"
4120,1795,"nourrisson de moins de 2 ans,"
4121,1795,"en association avec les IMAO et certains traitements antidépresseurs (antidépresseur imipraminique, miansérine)."
4122,1796,"asthme et bronchite chronique,"
4123,1796,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
4124,1796,"bloc auriculoventriculaire grave,"
4125,1796,"nourrisson de moins de 2 ans,"
4126,1796,"en association avec les IMAO et certains traitements antidépresseurs (antidépresseur imipraminique, miansérine)."
4127,1797,Ce médicament ne doit pas être utilisé en association avec les médicaments de la famille des IMAO.
4128,1798,"asthme et bronchite chronique,"
4129,1798,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
4130,1798,"bloc auriculoventriculaire grave,"
4131,1798,"nourrisson de moins de 2 ans,"
4132,1798,"en association avec les IMAO et certains traitements antidépresseurs (antidépresseur imipraminique, miansérine)."
4133,1799,"nouveau-né et nourrisson de moins de 2 ans,"
4134,1799,"en association avec les IMAO et certains traitements antidépresseurs (antidépresseur imipraminique, miansérine)."
4135,1800,"nouveau-né de moins de 1 mois,"
4136,1800,"en association avec les IMAO et certains traitements antidépresseurs (antidépresseur imipraminique, miansérine)."
4137,1801,"nouveau-né et nourrisson de moins de 2 ans,"
4138,1801,"en association avec les IMAO et certains traitements antidépresseurs (antidépresseur imipraminique, miansérine)."
4139,1802,"nouveau-né de moins de 1 mois,"
4140,1802,"en association avec les IMAO et certains traitements antidépresseurs (antidépresseur imipraminique, miansérine)."
4141,1803,"nouveau-né et nourrisson de moins de 2 ans,"
4142,1803,"en association avec les IMAO et certains traitements antidépresseurs (antidépresseur imipraminique, miansérine)."
4143,1806,"nouveau-né et nourrisson de moins de 2 ans,"
4144,1806,"en association avec les IMAO et certains traitements antidépresseurs (antidépresseur imipraminique, miansérine)."
4145,1807,"insuffisance hépatique grave,"
4146,1807,"saignement en cours (hémorragie du tube digestif par exemple),"
4147,1807,"antécédent d'hémorragie intracrânienne,"
4148,1807,"en association avec les médicaments contenant du kétoconazole, de la clarithromycine, de la néfazodone, du ritonavir ou de l'atazanavir."
4149,1810,"antécédent d'asthme provoqué par la prise d'AINS, y compris l'aspirine ;"
4150,1810,"antécédent d'allergie cutanée grave due au piroxicam, à d'autres AINS ou à d'autres médicaments ;"
4151,1810,"ulcère de l'estomac ou du duodénum, ancien ou récent ;"
4152,1810,"maladie digestive prédisposant à un risque hémorragique digestif (maladie de Crohn, rectocolite hémorragique)"
4153,1810,insuffisance hépatique grave ;
4154,1810,insuffisance rénale grave ;
4155,1810,insuffisance cardiaque grave ;
4156,1810,phénylcétonurie (comprimé effervescent : présence d'aspartam) ;
4157,1810,"en association avec un autre anti-inflammatoire non stéroïdien (AINS), l'aspirine ou un anticoagulant oral ;"
4158,1810,enfant de moins de 15 ans ;
4159,1810,grossesse (à partir du 6e mois).
4160,1815,"insuffisance respiratoire grave ou obstruction des voies aériennes (asthme sévère, bronchite chronique grave, emphysème),"
4161,1815,"douleurs autres que les accès douloureux aigus,"
4162,1815,en association avec les IMAO et pendant les 2 semaines qui suivent leur arrêt.
4163,1826,Ce médicament ne doit pas être utilisé en cas de maladie du foie.
4164,1852,Ce médicament ne doit pas être utilisé en cas d'allergie au bouleau ou à son pollen.
4165,1853,"allergie au formaldéhyde, à la néomycine ou à la polymyxine B (ces substances sont utilisées pour la fabrication de ce vaccin et peuvent persister en infime quantité dans la solution injectable) ;"
4166,1853,"réaction allergique grave apparue immédiatement après une précédente injection d'un vaccin contre la diphtérie, le tétanos, la coqueluche ou la poliomyélite ;"
4167,1853,"forte réaction lors d'une précédente vaccination anticoquelucheuse (fièvre élevée, convulsions...)."
4168,1854,"maladie de l'œsophage susceptible de provoquer un blocage la solution avant sa descente dans l'estomac,"
4169,1854,"incapacité de se tenir debout ou en position assise vvverticale pendant au moins 30 minutes,"
4170,1854,"difficulté pour avaler des liquides,"
4171,1854,hypocalcémie.
4172,1856,"maladie de l'œsophage susceptible de provoquer un blocage du comprimé avant sa descente dans l'estomac,"
4173,1856,"incapacité de se tenir en position verticale (debout ou assise) pendant au moins 60 minutes,"
4174,1856,hypocalcémie.
4175,1859,"allergie aux plantes de la famille des Astéracées (composées),"
4176,1859,enfant de moins de 6 ans.
4177,1862,maladies inflammatoires du côlon ;
4178,1862,"constipation ou douleurs abdominales dues à une obstruction du tube digestif : rétrécissement intestinal, fécalome (bouchon de selles) ;"
4179,1862,enfant de moins de 12 ans.
4180,1864,"cancer du sein ancien, récent, ou suspecté ;"
4181,1864,cancer hormonodépendant (cancer de l'endomètre par exemple) ;
4182,1864,hyperplasie de l'utérus non traitée ;
4183,1864,saignement génital intermittent (l'origine de ce saignement doit être déterminée par des examens avant la mise en route du traitement) ;
4184,1864,"accident thromboembolique veineux (phlébite, embolie pulmonaire) récent ou ancien ;"
4185,1864,accident thromboembolique artériel (infarctus du myocarde...) récent ou en cours ;
4186,1864,"trouble de la coagulation du sang (déficit en protéine C, en protéine S...) ;"
4187,1864,"maladie du foie, grave ou récente ;"
4188,1864,porphyrie.
4189,1866,"insuffisance respiratoire grave,"
4190,1866,"en association avec le vaccin contre la fièvre jaune,"
4191,1866,"grossesse,"
4192,1866,allaitement.
4193,1872,"asthme et bronchite chronique grave,"
4194,1872,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
4195,1872,"bloc auriculoventriculaire grave,"
4196,1872,rythme cardiaque au repos inférieur à 50 battements par minute.
4197,1873,allergie aux médicaments de la famille des sulfamides ;
4198,1873,"formes graves de certaines affections : asthme, artérite, phénomène de Raynaud ;"
4199,1873,insuffisance cardiaque aiguë ;
4200,1873,bloc auriculoventriculaire grave ;
4201,1873,rythme cardiaque inférieur à 50 battements par minute ;
4202,1873,phéochromocytome non traité ;
4203,1873,"insuffisance rénale grave,"
4204,1873,insuffisance hépatique grave ;
4205,1873,accumulation anormale d'acides dans le sang ;
4206,1873,hypokaliémie persistante.
4207,1874,allergie aux médicaments de la famille des sulfamides ;
4208,1874,"formes graves de certaines affections : asthme, artérite, phénomène de Raynaud ;"
4209,1874,insuffisance cardiaque aiguë ;
4210,1874,bloc auriculoventriculaire grave ;
4211,1874,rythme cardiaque inférieur à 50 battements par minute ;
4212,1874,phéochromocytome non traité ;
4213,1874,"insuffisance rénale grave,"
4214,1874,insuffisance hépatique grave ;
4215,1874,accumulation anormale d'acides dans le sang ;
4216,1874,hypokaliémie persistante.
4217,1875,allergie aux médicaments de la famille des sulfamides ;
4218,1875,"formes graves de certaines affections : asthme, artérite, phénomène de Raynaud ;"
4219,1875,insuffisance cardiaque aiguë ;
4220,1875,bloc auriculoventriculaire grave ;
4221,1875,rythme cardiaque inférieur à 50 battements par minute ;
4222,1875,phéochromocytome non traité ;
4223,1875,"insuffisance rénale grave,"
4224,1875,insuffisance hépatique grave ;
4225,1875,accumulation anormale d'acides dans le sang ;
4226,1875,hypokaliémie persistante.
4227,1876,allergie aux médicaments de la famille des sulfamides ;
4228,1876,"formes graves de certaines affections : asthme, artérite, phénomène de Raynaud ;"
4229,1876,insuffisance cardiaque aiguë ;
4230,1876,bloc auriculoventriculaire grave ;
4231,1876,rythme cardiaque inférieur à 50 battements par minute ;
4232,1876,phéochromocytome non traité ;
4233,1876,"insuffisance rénale grave,"
4234,1876,insuffisance hépatique grave ;
4235,1876,accumulation anormale d'acides dans le sang ;
4236,1876,hypokaliémie persistante.
4237,1877,"formes graves de certaines affections : bloc auriculoventriculaire, asthme, bronchite chronique, artérite, phénomène de Raynaud ;"
4238,1877,"insuffisance cardiaque grave, ne permettant plus une vie normale ;"
4239,1877,rythme cardiaque inférieur à 60 battements par minute ;
4240,1877,phéochromocytome non traité ;
4241,1877,hypotension.
4242,1878,allergie aux médicaments de la famille des sulfamides ;
4243,1878,"formes graves de certaines affections : asthme, artérite, phénomène de Raynaud ;"
4244,1878,insuffisance cardiaque aiguë ;
4245,1878,bloc auriculoventriculaire grave ;
4246,1878,rythme cardiaque inférieur à 50 battements par minute ;
4247,1878,phéochromocytome non traité ;
4248,1878,"insuffisance rénale grave,"
4249,1878,insuffisance hépatique grave ;
4250,1878,accumulation anormale d'acides dans le sang ;
4251,1878,hypokaliémie persistante.
4252,1879,allergie aux médicaments de la famille des sulfamides ;
4253,1879,"formes graves de certaines affections : asthme, artérite, phénomène de Raynaud ;"
4254,1879,insuffisance cardiaque aiguë ;
4255,1879,bloc auriculoventriculaire grave ;
4256,1879,rythme cardiaque inférieur à 50 battements par minute ;
4257,1879,phéochromocytome non traité ;
4258,1879,"insuffisance rénale grave,"
4259,1879,insuffisance hépatique grave ;
4260,1879,accumulation anormale d'acides dans le sang ;
4261,1879,hypokaliémie persistante.
4262,1880,allergie aux médicaments de la famille des sulfamides ;
4263,1880,"formes graves de certaines affections : asthme, artérite, phénomène de Raynaud ;"
4264,1880,insuffisance cardiaque aiguë ;
4265,1880,bloc auriculoventriculaire grave ;
4266,1880,rythme cardiaque inférieur à 50 battements par minute ;
4267,1880,phéochromocytome non traité ;
4268,1880,"insuffisance rénale grave,"
4269,1880,insuffisance hépatique grave ;
4270,1880,accumulation anormale d'acides dans le sang ;
4271,1880,hypokaliémie persistante.
4272,1881,allergie aux médicaments de la famille des sulfamides ;
4273,1881,"formes graves de certaines affections : asthme, artérite, phénomène de Raynaud ;"
4274,1881,insuffisance cardiaque aiguë ;
4275,1881,bloc auriculoventriculaire grave ;
4276,1881,rythme cardiaque inférieur à 50 battements par minute ;
4277,1881,phéochromocytome non traité ;
4278,1881,"insuffisance rénale grave,"
4279,1881,insuffisance hépatique grave ;
4280,1881,accumulation anormale d'acides dans le sang ;
4281,1881,hypokaliémie persistante.
4282,1882,"formes graves de certaines affections : asthme, bronchite chronique, artérite, phénomène de Raynaud ;"
4283,1882,insuffisance cardiaque non contrôlée par un traitement spécifique ;
4284,1882,bloc auriculoventriculaire grave ;
4285,1882,rythme cardiaque inférieur à 50 battements par minute ;
4286,1882,phéochromocytome non traité ;
4287,1882,hypotension ;
4288,1882,antécédent de choc anaphylactique.
4289,1883,"formes graves de certaines affections : asthme, bronchite chronique, artérite, phénomène de Raynaud ;"
4290,1883,insuffisance cardiaque non contrôlée par un traitement spécifique ;
4291,1883,bloc auriculoventriculaire grave ;
4292,1883,rythme cardiaque inférieur à 50 battements par minute ;
4293,1883,phéochromocytome non traité ;
4294,1883,hypotension ;
4295,1883,antécédent de choc anaphylactique.
4296,1884,"formes graves de certaines affections : asthme, bronchite chronique, artérite, phénomène de Raynaud ;"
4297,1884,insuffisance cardiaque non contrôlée par un traitement spécifique ;
4298,1884,bloc auriculoventriculaire grave ;
4299,1884,rythme cardiaque inférieur à 50 battements par minute ;
4300,1884,phéochromocytome non traité ;
4301,1884,hypotension ;
4302,1884,antécédent de choc anaphylactique.
4303,1886,"formes graves de certaines affections : bloc auriculoventriculaire, asthme, bronchite chronique, artérite, phénomène de Raynaud ;"
4304,1886,"insuffisance cardiaque grave, ne permettant plus une vie normale ;"
4305,1886,rythme cardiaque inférieur à 60 battements par minute ;
4306,1886,phéochromocytome non traité ;
4307,1886,hypotension.
4308,1887,"formes graves de certaines affections : asthme, bronchite chronique, artérite, phénomène de Raynaud ;"
4309,1887,insuffisance cardiaque non contrôlée par un traitement spécifique ;
4310,1887,bloc auriculoventriculaire grave ;
4311,1887,rythme cardiaque inférieur à 50 battements par minute ;
4312,1887,phéochromocytome non traité ;
4313,1887,hypotension ;
4314,1887,antécédent de choc anaphylactique.
4315,1888,"formes graves de certaines affections : bloc auriculoventriculaire, asthme, bronchite chronique, artérite, phénomène de Raynaud ;"
4316,1888,"insuffisance cardiaque grave, ne permettant plus une vie normale ;"
4317,1888,rythme cardiaque inférieur à 60 battements par minute ;
4318,1888,phéochromocytome non traité ;
4319,1888,hypotension.
4320,1889,"formes graves de certaines affections : bloc auriculoventriculaire, asthme, bronchite chronique, artérite, phénomène de Raynaud ;"
4321,1889,"insuffisance cardiaque grave, ne permettant plus une vie normale ;"
4322,1889,rythme cardiaque inférieur à 60 battements par minute ;
4323,1889,phéochromocytome non traité ;
4324,1889,hypotension.
4325,1890,"formes graves de certaines affections : bloc auriculoventriculaire, asthme, bronchite chronique, artérite, phénomène de Raynaud ;"
4326,1890,"insuffisance cardiaque grave, ne permettant plus une vie normale ;"
4327,1890,rythme cardiaque inférieur à 60 battements par minute ;
4328,1890,phéochromocytome non traité ;
4329,1890,hypotension.
4330,1892,"formes graves de certaines affections : bloc auriculoventriculaire, asthme, bronchite chronique, artérite, phénomène de Raynaud ;"
4331,1892,"insuffisance cardiaque grave, ne permettant plus une vie normale ;"
4332,1892,rythme cardiaque inférieur à 60 battements par minute ;
4333,1892,phéochromocytome non traité ;
4334,1892,hypotension.
4335,1894,"formes graves de certaines affections : bloc auriculoventriculaire, asthme, bronchite chronique, artérite, phénomène de Raynaud ;"
4336,1894,"insuffisance cardiaque grave, ne permettant plus une vie normale ;"
4337,1894,rythme cardiaque inférieur à 60 battements par minute ;
4338,1894,phéochromocytome non traité ;
4339,1894,hypotension.
4340,1895,"formes graves de certaines affections : bloc auriculoventriculaire, asthme, bronchite chronique, artérite, phénomène de Raynaud ;"
4341,1895,"insuffisance cardiaque grave, ne permettant plus une vie normale ;"
4342,1895,rythme cardiaque inférieur à 60 battements par minute ;
4343,1895,phéochromocytome non traité ;
4344,1895,hypotension.
4345,1896,"formes graves de certaines affections : asthme, bronchite chronique, artérite, phénomène de Raynaud ;"
4346,1896,insuffisance cardiaque non contrôlée par un traitement spécifique ;
4347,1896,bloc auriculoventriculaire grave ;
4348,1896,rythme cardiaque inférieur à 50 battements par minute ;
4349,1896,phéochromocytome non traité ;
4350,1896,hypotension ;
4351,1896,antécédent de choc anaphylactique.
4352,1897,"formes graves de certaines affections : bloc auriculoventriculaire, asthme, bronchite chronique, artérite, phénomène de Raynaud ;"
4353,1897,"insuffisance cardiaque grave, ne permettant plus une vie normale ;"
4354,1897,rythme cardiaque inférieur à 60 battements par minute ;
4355,1897,phéochromocytome non traité ;
4356,1897,hypotension.
4357,1898,allergie aux médicaments de la famille des sulfamides ;
4358,1898,"formes graves de certaines affections : asthme, artérite, phénomène de Raynaud ;"
4359,1898,insuffisance cardiaque aiguë ;
4360,1898,bloc auriculoventriculaire grave ;
4361,1898,rythme cardiaque inférieur à 50 battements par minute ;
4362,1898,phéochromocytome non traité ;
4363,1898,"insuffisance rénale grave,"
