id,medicament_id,description
14650,6675,"infection cérébrale (leucoencéphalite multifocale progressive),"
14651,6675,"patient présentant un risque accru d'infections, notamment patient immunodéprimé ou traitement immunosuppresseur en cours ou récent,"
14652,6675,"cancer, à l'exception de certains cancers cutanés,"
14653,6675,en association à d'autres traitements de fond.
14654,6678,Ce médicament ne doit pas être utilisé en cas d'allergie connue à l'un des constituants du vaccin.
14655,6679,"insuffisance hépatique grave ou obstruction des voies biliaires,"
14656,6679,"état de choc,"
14657,6679,"sténose de la valve aortique,"
14658,6679,"insuffisance cardiaque grave après un infarctus du myocarde,"
14659,6679,en association avec les médicaments contenant de l'aliskiren chez les patients diabétiques ou insuffisants rénaux ;
14660,6679,grossesse (à partir du 4e mois).
14661,6680,Ce médicament ne doit pas être utilisé en cas d'infection grave.
14662,6681,"Ce vaccin ne doit pas être utilisé en cas d'allergie connue à l'un des constituants du vaccin, ou de réaction allergique apparue lors d'une injection précédente du même vaccin ou d'un vaccin contre l'hépatite A ou B seul."
14663,6682,"insuffisance hépatique ou transaminases élevées,"
14664,6682,"insuffisance rénale grave,"
14665,6682,"myopathie,"
14666,6682,"en association avec la ciclosporine ou avec l'association sofosbuvir/velpatasvir/voxilaprévir,"
14667,6682,"femme en âge de procréer sans contraception efficace,"
14668,6682,"grossesse,"
14669,6682,allaitement.
14670,6684,"asthme,"
14671,6684,"insuffisance respiratoire,"
14672,6684,"antécédent d'agranulocytose,"
14673,6684,"risque de glaucome à angle fermé,"
14674,6684,"risque de rétention des urines (adénome de la prostate...),"
14675,6684,enfant de moins de 30 mois.
14676,6687,"insuffisance respiratoire,"
14677,6687,"asthme,"
14678,6687,"en association avec un antidépresseur de type IMAO,"
14679,6687,"enfant de moins de 30 mois (sirop et solution buvable),"
14680,6687,"enfant de moins de 15 ans (comprimé),"
14681,6687,allaitement.
14682,6688,"insuffisance respiratoire,"
14683,6688,"asthme,"
14684,6688,"personne connue comme étant métaboliseur ultrarapide (personne dont l'activité des enzymes impliquées dans le métabolisme de la codéine est excessive),"
14685,6688,"enfant de moins de 12 ans,"
14686,6688,allaitement.
14687,6690,"forte réaction lors d'un précédent test,"
14688,6690,antécédent connu de tuberculose.
14689,6693,"hyperthyroïdie (sauf si celle-ci est l'objet d'un traitement spécifique),"
14690,6693,"insuffisance surrénalienne non traitée,"
14691,6693,"inflammation du muscle cardiaque (myocardite), infarctus du myocarde récent ou pancréatite aiguë (lors de l'initiation du traitement)."
14692,6695,Ce médicament ne doit pas être utilisé en cas d'insuffisance rénale grave.
14693,6700,Ce médicament ne doit pas être utilisé en cas d'allergie aux antifongiques de la famille des imidazolés.
14694,6702,"risque de blocage des urines (adénome de la prostate...),"
14695,6702,"maladie digestive grave (mégacôlon par exemple),"
14696,6702,"myasthénie grave,"
14697,6702,"risque de glaucome à angle fermé,"
14698,6702,"certains troubles du rythme cardiaque,"
14699,6702,enfant de moins de 12 ans (en l'absence d'études).
14700,6703,"accident thromboembolique veineux (phlébite, embolie pulmonaire) ou artériel (infarctus du myocarde, accident vasculaire cérébral) ancien ou survenant pendant le traitement ;"
14701,6703,"prédisposition connue aux thromboses (déficit en protéine C, résistance à la protéine C activée par exemple) ;"
14702,6703,cancer hormonodépendant (cancer du sein ou de l'utérus par exemple) même guéri ;
14703,6703,saignement génital intermittent (l'origine de ce saignement doit être déterminée par des examens appropriés avant la mise en route du traitement) ;
14704,6703,hyperplasie de l'utérus non traitée ;
14705,6703,"maladie du foie, grave ou récente ;"
14706,6703,porphyrie.
14707,6704,Ce médicament ne doit pas être utilisé en cas d'allergie aux anesthésiques locaux.
14708,6706,"cancer du sein ancien, récent, ou suspecté ;"
14709,6706,cancer hormonodépendant (cancer de l'endomètre par exemple) ;
14710,6706,hyperplasie de l'utérus non traitée ;
14711,6706,saignement génital intermittent (l'origine de ce saignement doit être déterminée par des examens avant la mise en route du traitement) ;
14712,6706,"accident thromboembolique veineux (phlébite, embolie pulmonaire) récent ou ancien ;"
14713,6706,accident thromboembolique artériel (infarctus du myocarde...) récent ou en cours ;
14714,6706,"trouble de la coagulation du sang (déficit en protéine C, en protéine S...) ;"
14715,6706,"maladie du foie, grave ou récente ;"
14716,6706,porphyrie.
14717,6707,"certaines maladies du rein,"
14718,6707,"certaines maladies du sang,"
14719,6707,"lupus érythémateux,"
14720,6707,"myasthénie,"
14721,6707,"maladie de la peau grave,"
14722,6707,"allergie aux antibiotiques de la famille des pénicillines et céphalosporines,"
14723,6707,antécédent d'accidents graves avec la tiopronine (ACADIONE...) ou le pyritinol (ENCÉPHABOL...).
14724,6710,"antécédent d'allergie à l'abacavir,"
14725,6710,"insuffisance rénale terminale (stade de l'insuffisance rénale nécessitant le recours à la dialyse ou la greffe de rein),"
14726,6710,faible taux d'hémoglobine ou de globules blancs dans le sang.
14727,6711,Ce médicament ne doit pas être utilisé sur des plaies qui saignent ou sur des lésions infectées.
14728,6712,"insuffisance hépatique ou transaminases élevées,"
14729,6712,"myopathie,"
14730,6712,"en association avec les médicaments contenant de la ciclosporine,"
14731,6712,"grossesse,"
14732,6712,allaitement.
14733,6715,Ce médicament ne doit pas être utilisé en association avec un médicament contenant de la fampridine.
14734,6716,"malaise cardiaque grave,"
14735,6716,"infarctus du myocarde récent,"
14736,6716,en association avec les neuroleptiques utilisés dans le traitement des vomissements.
14737,6720,"accident thromboembolique veineux (phlébite, embolie pulmonaire) ou artériel (infarctus du myocarde, accident vasculaire cérébral) ancien ou survenant au cours de la contraception ;"
14738,6720,"prédisposition connue aux thromboses (déficit en protéine C, résistance à la protéine C activée par exemple) ;"
14739,6720,"situations susceptibles d'augmenter le risque de thrombose artérielle : hypertension artérielle grave, lésion des valves cardiaques, certains troubles du rythme cardiaque, diabète avec lésions vasculaires, excès important de cholestérol ou de triglycérides dans le sang ;"
14740,6720,pancréatite ;
14741,6720,"maladie du foie, grave ou récente ;"
14742,6720,tumeur du foie ancienne ou en cours ;
14743,6720,cancer hormonodépendant (cancer du sein ou de l'utérus par exemple) ;
14744,6720,saignement génital intermittent (l'origine de ce saignement doit être déterminée par des examens avant la mise en route de la contraception) ;
14745,6720,antécédent de migraine grave accompagnée de signes neurologiques (paralysies...) ;
14746,6720,"en association avec les produits contenant du millepertuis, du dasabuvir ou de l'ombitasvir/paritaprévir."
14747,6721,"allergie connue aux médicaments de la famille des inhibiteurs de l'enzyme de conversion ou à celle des sulfamides,"
14748,6721,"prédisposition à l'œdème de Quincke ou antécédent d'œdème de Quincke lié à la prise d'un inhibiteur de l'enzyme de conversion,"
14749,6721,"hypotension grave,"
14750,6721,"rétrécissement important des artères rénales,"
14751,6721,"insuffisance cardiaque grave non traitée ou insuffisance cardiaque mal équilibrée après un infarctus du myocarde,"
14752,6721,"encéphalopathie hépatique,"
14753,6721,"insuffisance hépatique grave,"
14754,6721,"hypokaliémie,"
14755,6721,"insuffisance rénale,"
14756,6721,"personne sous dialyse,"
14757,6721,"en association avec les médicaments contenant de l'aliskiren chez les patients diabétiques ou insuffisants rénaux,"
14758,6721,"en association avec un traitement par sacubitril/valsartan,"
14759,6721,grossesse (à partir du 4e mois).
14760,6723,"accident thromboembolique artériel (infarctus du myocarde, accident vasculaire cérébral...) ou veineux (phlébite, embolie pulmonaire...) ancien ou survenant au cours de la contraception ;"
14761,6723,"maladies augmentant le risque de thrombose : diabète avec lésions vasculaires, hypertension artérielle grave, excès important de lipides dans le sang ;"
14762,6723,trouble connu de la coagulation sanguine (déficit en protéine C ou en protéine S...) ;
14763,6723,antécédent de migraine grave accompagnée de signes neurologiques (paralysie...) ;
14764,6723,"cancer hormonodépendant (cancer du sein ou de l'utérus, etc.) ;"
14765,6723,"maladie du foie, grave ou récente ;"
14766,6723,tumeur du foie ancienne ou en cours ;
14767,6723,pancréatite ou antécédent de pancréatite associée à un excès de triglycérides ;
14768,6723,ictère (jaunisse) chronique ou survenu lors d'une grossesse ;
14769,6723,saignement génital intermittent (l'origine de ce saignement doit être déterminée par des examens avant la mise en route du traitement) ;
14770,6723,lésion des valves cardiaques avec complications ;
14771,6723,en association avec les produits contenant du millepertuis ou les associations glécaprévir/pibrentasvir ou sofosbuvir/velpatasvir/voxilaprévir.
14772,6724,"accident thromboembolique artériel (infarctus du myocarde, accident vasculaire cérébral...) ou veineux (phlébite, embolie pulmonaire...) ancien ou survenant au cours de la contraception ;"
14773,6724,"maladies augmentant le risque de thrombose : diabète avec lésions vasculaires, hypertension artérielle grave, excès important de lipides dans le sang ;"
14774,6724,trouble connu de la coagulation sanguine (déficit en protéine C ou en protéine S...) ;
14775,6724,antécédent de migraine grave accompagnée de signes neurologiques (paralysie...) ;
14776,6724,"cancer hormonodépendant (cancer du sein ou de l'utérus, etc.) ;"
14777,6724,"maladie du foie, grave ou récente ;"
14778,6724,tumeur du foie ancienne ou en cours ;
14779,6724,pancréatite ou antécédent de pancréatite associée à un excès de triglycérides ;
14780,6724,ictère (jaunisse) chronique ou survenu lors d'une grossesse ;
14781,6724,saignement génital intermittent (l'origine de ce saignement doit être déterminée par des examens avant la mise en route du traitement) ;
14782,6724,lésion des valves cardiaques avec complications ;
14783,6724,en association avec les produits contenant du millepertuis ou les associations glécaprévir/pibrentasvir ou sofosbuvir/velpatasvir/voxilaprévir.
14784,6726,"hypotension grave,"
14785,6726,"en association avec les vasodilatateurs utilisés dans le traitement des troubles de l'érection (CIALIS, LEVITRA, SPEDRA, VIAGRA et leurs génériques)."
14786,6726,"Votre médecin est seul juge pour prescrire ce médicament en cas d'insuffisance cardiaque due à un rétrecissement de la valve mitrale ou aortique, d'hypertension intracrânienne, d'infarctus du myocarde à la phase aiguë ou d'allaitement."
14787,6727,"hypotension grave,"
14788,6727,"en association avec les vasodilatateurs utilisés dans le traitement des troubles de l'érection (CIALIS, LEVITRA, SPEDRA, VIAGRA et leurs génériques)."
14789,6727,"Votre médecin est seul juge pour prescrire ce médicament en cas de cardiomyopathie obstructive, d'hypertension intracrânienne, d'infarctus du myocarde à la phase aiguë ou d'allaitement."
14790,6728,"maladie de Parkinson, tremblements, syndrome des jambes sans repos ;"
14791,6728,insuffisance rénale grave.
14792,6730,Ce médicament ne doit pas être utilisé en cas d'allergie au blé (autre que la maladie cœliaque).
14793,6732,"maladie de Parkinson, tremblements, syndrome des jambes sans repos ;"
14794,6732,insuffisance rénale grave.
14795,6737,Le dosage à 100 mg ne doit pas être utilisé en cas d'allergie au blé (autre que la maladie cœliaque).
14796,6750,"allergie aux imidazolés,"
14797,6750,"enfant de moins de 6 ans (gélules),"
14798,6750,"en association avec un médicament contenant de l'astémizole, du cisapride, du pimozide, de la quinidine ou de l'érythromycine."
14799,6753,"infection et parasitose non traitées de la peau (ce médicament n'a pas d'effet anti-infectieux),"
14800,6753,"lésion ulcérée,"
14801,6753,acné et rosacée.
14802,6755,"allergie (notamment œdème de Quincke) due à un inhibiteur de l'enzyme de conversion,"
14803,6755,"prédisposition à l'œdème de Quincke,"
14804,6755,"rétrécissement des artères rénales,"
14805,6755,"tension artérielle basse ou instable,"
14806,6755,"en association avec les médicaments contenant du sacubitril,"
14807,6755,"en association avec les médicaments contenant de l'aliskiren chez les patients diabétiques ou insuffisants rénaux,"
14808,6755,grossesse (à partir du 4e mois).
14809,6757,"accident thromboembolique artériel (infarctus du myocarde, accident vasculaire cérébral...) ou veineux (phlébite, embolie pulmonaire...) ancien ou survenant au cours de la contraception ;"
14810,6757,"maladies augmentant le risque de thrombose : diabète avec lésions vasculaires, hypertension artérielle grave, excès important de lipides dans le sang ;"
14811,6757,trouble connu de la coagulation sanguine (déficit en protéine C ou en protéine S...) ;
14812,6757,antécédent de migraine grave accompagnée de signes neurologiques (paralysie...) ;
14813,6757,"cancer hormonodépendant (cancer du sein ou de l'utérus, etc.) ;"
14814,6757,"maladie du foie, grave ou récente ;"
14815,6757,tumeur du foie ancienne ou en cours ;
14816,6757,pancréatite ou antécédent de pancréatite associée à un excès de triglycérides ;
14817,6757,ictère (jaunisse) chronique ou survenu lors d'une grossesse ;
14818,6757,saignement génital intermittent (l'origine de ce saignement doit être déterminée par des examens avant la mise en route du traitement) ;
14819,6757,lésion des valves cardiaques avec complications ;
14820,6757,en association avec les produits contenant du millepertuis ou les associations glécaprévir/pibrentasvir ou sofosbuvir/velpatasvir/voxilaprévir.
14821,6758,"allergie aux céphalosporines,"
14822,6758,"prématuré,"
14823,6758,nouveau-né de moins de 28 jours présentant une jaunisse ou recevant du calcium par voie injectable.
14824,6758,"allergie à la lidocaïne,"
14825,6758,bloc auriculoventriculaire grave.
14826,6762,Ce médicament ne doit pas être utilisé en cas d'infection sévère en cours (tuberculose en évolution par exemple).
14827,6770,"asthme et bronchite chronique grave,"
14828,6770,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
14829,6770,"bloc auriculoventriculaire grave,"
14830,6770,"rythme cardiaque au repos inférieur à 50 battements par minute,"
14831,6770,"rhinite allergique sévère,"
14832,6770,certaines maladies de la cornée.
14833,6771,"asthme et bronchite chronique grave,"
14834,6771,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
14835,6771,"bloc auriculoventriculaire grave,"
14836,6771,"rythme cardiaque au repos inférieur à 50 battements par minute,"
14837,6771,"rhinite allergique sévère,"
14838,6771,certaines maladies de la cornée.
14839,6772,"asthme et bronchite chronique grave,"
14840,6772,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
14841,6772,"bloc auriculoventriculaire grave,"
14842,6772,"rythme cardiaque au repos inférieur à 50 battements par minute,"
14843,6772,"rhinite allergique sévère,"
14844,6772,certaines maladies de la cornée.
14845,6773,"asthme et bronchite chronique grave,"
14846,6773,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
14847,6773,"bloc auriculoventriculaire grave,"
14848,6773,"rythme cardiaque au repos inférieur à 50 battements par minute,"
14849,6773,"rhinite allergique sévère,"
14850,6773,certaines maladies de la cornée.
14851,6774,"asthme et bronchite chronique grave,"
14852,6774,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
14853,6774,"bloc auriculoventriculaire grave,"
14854,6774,"rythme cardiaque au repos inférieur à 50 battements par minute,"
14855,6774,"rhinite allergique sévère,"
14856,6774,certaines maladies de la cornée.
14857,6775,"asthme et bronchite chronique grave,"
14858,6775,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
14859,6775,"bloc auriculoventriculaire grave,"
14860,6775,"rythme cardiaque au repos inférieur à 50 battements par minute,"
14861,6775,"rhinite allergique sévère,"
14862,6775,certaines maladies de la cornée.
14863,6776,"asthme et bronchite chronique grave,"
14864,6776,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
14865,6776,"bloc auriculoventriculaire grave,"
14866,6776,"rythme cardiaque au repos inférieur à 50 battements par minute,"
14867,6776,"rhinite allergique sévère,"
14868,6776,certaines maladies de la cornée.
14869,6777,Ce médicament ne doit pas être utilisé en cas d'allergie aux antiseptiques de la famille des ammoniums quaternaires (présence de benzalkonium).
14870,6778,Ce médicament ne doit pas être utilisé en cas d'allergie aux antiseptiques de la famille des ammoniums quaternaires (présence de benzalkonium).
14871,6779,Ce médicament ne doit pas être utilisé en cas d'allergie aux antiseptiques de la famille des ammoniums quaternaires (présence de benzalkonium).
14872,6780,Ce médicament ne doit pas être utilisé en cas d'allergie aux antiseptiques de la famille des ammoniums quaternaires (présence de benzalkonium).
14873,6781,Ce médicament ne doit pas être utilisé en cas d'allergie aux antiseptiques de la famille des ammoniums quaternaires (présence de benzalkonium).
14874,6782,Ce médicament ne doit pas être utilisé en cas d'allergie aux antiseptiques de la famille des ammoniums quaternaires (présence de benzalkonium).
14875,6783,Ce médicament ne doit pas être utilisé en cas d'allergie aux antiseptiques de la famille des ammoniums quaternaires (présence de benzalkonium).
14876,6784,Ce médicament ne doit pas être utilisé en cas d'allergie aux antiseptiques de la famille des ammoniums quaternaires (présence de benzalkonium).
14877,6790,"insuffisance hépatique grave,"
14878,6790,"insuffisance respiratoire grave,"
14879,6790,"syndrome d'apnée du sommeil,"
14880,6790,myasthénie.
14881,6791,Ce médicament ne doit pas être utilisé en cas d'allergie aux salicylés.
14882,6792,"allergie connue au polyéthylène glycol,"
14883,6792,"maladie inflammatoire du côlon (rectocolite hémorragique, maladie de Crohn...),"
14884,6792,"occlusion intestinale ou affection prédisposant à une occlusion,"
14885,6792,"perforation intestinale ou risque de perforation,"
14886,6792,"douleurs abdominales de cause inconnue,"
14887,6792,phénylcétonurie (présence d'aspartam).
14888,6793,"maladie inflammatoire du côlon (maladie de Crohn, rectocolite hémorragique),"
14889,6793,"occlusion intestinale ou affection prédisposant à une occlusion,"
14890,6793,"perforation du tube digestif,"
14891,6793,"douleurs abdominales de cause inconnue,"
14892,6793,phénylcétonurie (présence d'aspartam).
14893,6794,"allergie connue au polyéthylène glycol,"
14894,6794,"maladies inflammatoires du côlon (rectocolite hémorragique, maladie de Crohn...),"
14895,6794,"perforation de l'intestin ou risque de perforation,"
14896,6794,"occlusion intestinale ou affection prédisposant à une occlusion,"
14897,6794,"douleurs abdominales de cause inconnue,"
14898,6794,phénylcétonurie (présence d'aspartam).
14899,6795,"allergie aux graines d'ispaghul ou à leur tégument,"
14900,6795,"occlusion intestinale ou affection modifiant le diamètre ou la motricité de l'intestin (sténose, paralysie intestinale, mégacôlon...),"
14901,6795,"douleurs abdominales de cause inconnue,"
14902,6795,"troubles de la digestion persistant depuis plus de 2 semaines,"
14903,6795,"maladie inflammatoire chronique de l'intestin (rectocolite hémorragique, maladie de Crohn),"
14904,6795,"présence de sang dans les selles,"
14905,6795,"difficulté à avaler ou troubles de la gorge,"
14906,6795,fécalome (bouchon de selles).
14907,6799,"allergie (notamment œdème de Quincke) aux médicaments de la famille des inhibiteurs de l'enzyme de conversion,"
14908,6799,"prédisposition à l'œdème de Quincke,"
14909,6799,"en association avec les médicaments contenant du sacubitril,"
14910,6799,"en association avec les médicaments contenant de l'aliskiren chez les patients diabétiques ou insuffisants rénaux,"
14911,6799,grossesse (à partir du 4e mois).
14912,6800,"allergie (notamment œdème de Quincke) aux médicaments de la famille des inhibiteurs de l'enzyme de conversion,"
14913,6800,"prédisposition à l'œdème de Quincke,"
14914,6800,"en association avec les médicaments contenant du sacubitril,"
14915,6800,"en association avec les médicaments contenant de l'aliskiren chez les patients diabétiques ou insuffisants rénaux,"
14916,6800,grossesse (à partir du 4e mois).
14917,6801,"allergie (notamment œdème de Quincke) aux médicaments de la famille des inhibiteurs de l'enzyme de conversion,"
14918,6801,"prédisposition à l'œdème de Quincke,"
14919,6801,"en association avec les médicaments contenant du sacubitril,"
14920,6801,"en association avec les médicaments contenant de l'aliskiren chez les patients diabétiques ou insuffisants rénaux,"
14921,6801,grossesse (à partir du 4e mois).
14922,6803,antécédent d'intolérance aux opioïdes ;
14923,6803,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
14924,6803,insuffisance hépatique grave ;
14925,6803,épilepsie (sauf si elle est contrôlée par un traitement) ;
14926,6803,en association avec les IMAO.
14927,6804,asthme et bronchite chronique ;
14928,6804,insuffisance cardiaque non contrôlée par un traitement spécifique ;
14929,6804,bloc auriculoventriculaire grave ;
14930,6804,angor de Printzmétal ;
14931,6804,maladie grave du foie ;
14932,6804,rythme cardiaque inférieur à 50 battements par minute ;
14933,6804,phéochromocytome non traité ;
14934,6804,hypotension ;
14935,6804,antécédent de choc anaphylactique ;
14936,6804,en association avec les médicaments contenant de la floctafénine ou du sultopride (qui ne sont plus commercialisés en France).
14937,6805,antécédent d'intolérance aux opioïdes ;
14938,6805,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
14939,6805,insuffisance hépatique grave ;
14940,6805,épilepsie (sauf si elle est contrôlée par un traitement) ;
14941,6805,en association avec les IMAO.
14942,6806,antécédent d'intolérance aux opioïdes ;
14943,6806,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
14944,6806,insuffisance hépatique grave ;
14945,6806,épilepsie (sauf si elle est contrôlée par un traitement) ;
14946,6806,en association avec les IMAO.
14947,6807,antécédent d'intolérance aux opioïdes ;
14948,6807,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
14949,6807,insuffisance hépatique grave ;
14950,6807,épilepsie (sauf si elle est contrôlée par un traitement) ;
14951,6807,en association avec les IMAO.
14952,6808,antécédent d'intolérance aux opioïdes ;
14953,6808,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
14954,6808,insuffisance hépatique grave ;
14955,6808,épilepsie (sauf si elle est contrôlée par un traitement) ;
14956,6808,en association avec les IMAO.
14957,6810,antécédent d'intolérance aux opioïdes ;
14958,6810,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
14959,6810,insuffisance hépatique grave ;
14960,6810,épilepsie (sauf si elle est contrôlée par un traitement) ;
14961,6810,en association avec les IMAO.
14962,6811,antécédent d'intolérance aux opioïdes ;
14963,6811,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
14964,6811,insuffisance hépatique grave ;
14965,6811,épilepsie (sauf si elle est contrôlée par un traitement) ;
14966,6811,en association avec les IMAO.
14967,6812,antécédent d'intolérance aux opioïdes ;
14968,6812,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
14969,6812,insuffisance hépatique grave ;
14970,6812,épilepsie (sauf si elle est contrôlée par un traitement) ;
14971,6812,en association avec les IMAO.
14972,6813,antécédent d'intolérance aux opiacés ;
14973,6813,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
14974,6813,insuffisance hépatique grave ;
14975,6813,épilepsie (sauf si elle est contrôlée par un traitement) ;
14976,6813,en association avec les IMAO.
14977,6814,antécédent d'intolérance aux opioïdes ;
14978,6814,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
14979,6814,insuffisance hépatique grave ;
14980,6814,épilepsie (sauf si elle est contrôlée par un traitement) ;
14981,6814,en association avec les IMAO.
14982,6815,antécédent d'intolérance aux opioïdes ;
14983,6815,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
14984,6815,insuffisance hépatique grave ;
14985,6815,épilepsie (sauf si elle est contrôlée par un traitement) ;
14986,6815,en association avec les IMAO.
14987,6816,antécédent d'intolérance aux opioïdes ;
14988,6816,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
14989,6816,insuffisance hépatique grave ;
14990,6816,épilepsie (sauf si elle est contrôlée par un traitement) ;
14991,6816,en association avec les IMAO.
14992,6817,antécédent d'intolérance aux opioïdes ;
14993,6817,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
14994,6817,insuffisance hépatique grave ;
14995,6817,épilepsie (sauf si elle est contrôlée par un traitement) ;
14996,6817,en association avec les IMAO.
14997,6818,antécédent d'intolérance aux opioïdes ;
14998,6818,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
14999,6818,insuffisance hépatique grave ;
15000,6818,épilepsie (sauf si elle est contrôlée par un traitement) ;
15001,6818,en association avec les IMAO.
15002,6819,antécédent d'intolérance aux opiacés ;
15003,6819,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
15004,6819,insuffisance hépatique grave ;
15005,6819,épilepsie (sauf si elle est contrôlée par un traitement) ;
15006,6819,en association avec les IMAO.
15007,6820,antécédent d'intolérance aux opioïdes ;
15008,6820,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
15009,6820,insuffisance respiratoire grave ;
15010,6820,insuffisance hépatique grave ;
15011,6820,épilepsie (sauf si elle est traitée) ;
15012,6820,comme produit de substitution aux opiacés chez le toxicomane ;
15013,6820,enfant de moins de 15 ans ;
15014,6820,en association avec les IMAO.
15015,6822,antécédent d'intolérance aux opioïdes ;
15016,6822,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
15017,6822,insuffisance respiratoire grave ;
15018,6822,épilepsie (sauf si elle est traitée) ;
15019,6822,comme produit de substitution aux opiacés chez le toxicomane ;
15020,6822,enfant de moins de 15 ans ;
15021,6822,en association avec les IMAO.
15022,6823,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
15023,6823,épilepsie (sauf si elle est contrôlée par un traitement) ;
15024,6823,comme produit de substitution aux opiacés pour le sevrage des toxicomanes ;
15025,6823,en association avec les IMAO.
15026,6824,antécédent d'intolérance aux opiacés ;
15027,6824,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
15028,6824,insuffisance respiratoire grave ;
15029,6824,épilepsie (sauf si elle est traitée) ;
15030,6824,comme produit de substitution aux opiacés chez le toxicomane ;
15031,6824,enfant de moins de 15 ans ;
15032,6824,en association avec les IMAO.
15033,6827,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
15034,6827,épilepsie (sauf si elle est contrôlée par un traitement) ;
15035,6827,comme produit de substitution aux opiacés pour le sevrage des toxicomanes ;
15036,6827,en association avec les IMAO.
15037,6828,antécédent d'intolérance aux opioïdes ;
15038,6828,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
15039,6828,insuffisance respiratoire grave ;
15040,6828,épilepsie (sauf si elle est traitée) ;
15041,6828,comme produit de substitution aux opiacés chez le toxicomane ;
15042,6828,enfant de moins de 15 ans ;
15043,6828,en association avec les IMAO.
15044,6829,antécédent d'intolérance aux opioïdes ;
15045,6829,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
15046,6829,insuffisance respiratoire grave ;
15047,6829,épilepsie (sauf si elle est traitée) ;
15048,6829,comme produit de substitution aux opiacés chez le toxicomane ;
15049,6829,enfant de moins de 15 ans ;
15050,6829,en association avec les IMAO.
15051,6830,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
15052,6830,épilepsie (sauf si elle est contrôlée par un traitement) ;
15053,6830,comme produit de substitution aux opiacés pour le sevrage des toxicomanes ;
15054,6830,en association avec les IMAO.
15055,6831,antécédent d'intolérance aux opioïdes ;
15056,6831,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
15057,6831,insuffisance respiratoire grave ;
15058,6831,épilepsie (sauf si elle est traitée) ;
15059,6831,comme produit de substitution aux opiacés chez le toxicomane ;
15060,6831,enfant de moins de 15 ans ;
15061,6831,en association avec les IMAO.
15062,6832,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
15063,6832,épilepsie (sauf si elle est contrôlée par un traitement) ;
15064,6832,comme produit de substitution aux opiacés pour le sevrage des toxicomanes ;
15065,6832,en association avec les IMAO.
15066,6833,antécédent d'intolérance aux opioïdes ;
15067,6833,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
15068,6833,insuffisance respiratoire grave ;
15069,6833,épilepsie (sauf si elle est traitée) ;
15070,6833,comme produit de substitution aux opiacés chez le toxicomane ;
15071,6833,enfant de moins de 15 ans ;
15072,6833,en association avec les IMAO.
15073,6834,antécédent d'intolérance aux opioïdes ;
15074,6834,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
15075,6834,insuffisance respiratoire grave ;
15076,6834,épilepsie (sauf si elle est traitée) ;
15077,6834,comme produit de substitution aux opiacés chez le toxicomane ;
15078,6834,enfant de moins de 15 ans ;
15079,6834,en association avec les IMAO.
15080,6838,antécédent d'intolérance aux opiacés ;
15081,6838,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
15082,6838,insuffisance respiratoire grave ;
15083,6838,épilepsie (sauf si elle est contrôlée par un traitement) ;
15084,6838,comme produit de substitution aux opiacés chez le toxicomane ;
15085,6838,enfant de moins de 15 ans ;
15086,6838,en association avec les IMAO.
15087,6845,"glaucome à angle fermé non contrôlé par un traitement,"
15088,6845,"rétention urinaire,"
15089,6845,"myasthénie grave,"
15090,6845,"insuffisance hépatique grave,"
15091,6845,"prédisposition à une constipation grave,"
